01_Posttype	02_by_Andersen	03_genre	04_main_title	05_original_title	06_creator	07_part_of	08_Se_ogsaa	09_Krydshenvisning_til	10_cited_directly	11_Note	12_adapted_from_creator	RegistryTitelID
standardpost	False	NovelsPlaysTales	Das Lied von der Glocke		Fr. von Schiller				True			Reg000599
standardpost	False	NovelsPlaysTales	Lieder eines Malers mit Randzeichnungen seiner Freunde		Robert Reinick				True			Reg002147
standardpost	False	NovelsPlaysTales	Lieder und Bilder. Deutsche Dichtungen mit Randzeichnungen deutscher Künstler		Düsseldorf, Buddeus' Forlag				True			Reg002149
krydshenvisning	False	NovelsPlaysTales	»Lille Clara, var ei vred paa mig«					Barnligheten	True			Reg003653
standardpost	False	NovelsPlaysTales	Lucifers Fald		Fr. Paludan-Müller				True			Reg002185
standardpost	False	NovelsPlaysTales	Lusiaderne		Luis de Camões				True			Reg002198
standardpost	False	NovelsPlaysTales	Lyriske Digte og Romancer		C. Hauch				True			Reg002210
standardpost	False	NovelsPlaysTales	Løveridderen		A. Oehlenschlæger				True			Reg002220
standardpost	False	NovelsPlaysTales	Løvfrøen. - Græshopperne drage forbi	Af Vintergrønt	Vilhelm Bergsøe				True			Reg002221
krydshenvisning	False	NovelsPlaysTales	Marfé (F. M. Bodenstedt)					Andreas und Marfa	True			Reg002298
standardpost	False	NovelsPlaysTales	Mazeppa		Byron				True			Reg002353
standardpost	False	NovelsPlaysTales	Melusine		Theodor Apel				True			Reg002371
standardpost	False	NovelsPlaysTales	Der Messias		F. G. Klopstock				True			Reg000795
standardpost	False	NovelsPlaysTales	Mindesang over de Faldne	»Slumrer sødt i Slesvigs Jord -«	H. P. Holst				True			Reg002400
standardpost	False	NovelsPlaysTales	Modersmaalet		N. F. S. Grundtvig				True			Reg002422
standardpost	False	NovelsPlaysTales	El Moro exposito		Ángel de Saavedra, Hertug af Rivas				True			Reg001040
standardpost	False	NovelsPlaysTales	Mythologiske Digte		Fr. Paludan-Müller				True			Reg002448
standardpost	False	NovelsPlaysTales	Nachklänge der alten Geschichte, verhallend bis in die Neuzeit		Fr. von Pechlin				True			Reg002462
standardpost	False	NovelsPlaysTales	Naturen og Kunsten		H. Hertz				True			Reg002482
standardpost	False	NovelsPlaysTales	Nieuwe Winde-Kelken		J. P. Hasebroek				True			Reg002509
standardpost	False	NovelsPlaysTales	Nogle Digte		S. Schandorph				True			Reg002520
standardpost	False	NovelsPlaysTales	Nordens Signaler		H. Ibsen				True			Reg002524
standardpost	False	NovelsPlaysTales	Norgesreisen		A. Oehlenschlæger				True			Reg002527
standardpost	False	NovelsPlaysTales	The North and the South		Elisabeth Barrett Browning				True			Reg003220
standardpost	False	NovelsPlaysTales	»Nu rinder Solen op af Østerlide - «		Thomas Kingo				True			Reg003661
standardpost	False	NovelsPlaysTales	Nya dikter		C. R. Nyblom				True			Reg002539
standardpost	False	NovelsPlaysTales	Nye Digte		J. L. Heiberg				True			Reg002541
standardpost	False	NovelsPlaysTales	Nye Digte		Fr. Paludan-Müller				True			Reg002540
standardpost	False	NovelsPlaysTales	Nye Digte af danske Digtere		Chr. Winther				True			Reg002542
standardpost	False	NovelsPlaysTales	Nye og gamle Viser af og for danske Folk		P. O. Boisen				True			Reg002565
standardpost	False	NovelsPlaysTales	O, vidste Du bare		Bj. Bjørnson				True			Reg002580
standardpost	False	NovelsPlaysTales	Oberon		C. M. Wieland				True			Reg002584
standardpost	False	NovelsPlaysTales	Oder		Q. Horatius Flaccus				True			Reg002590
standardpost	False	NovelsPlaysTales	Odysseen		Homeros				True			Reg002592
standardpost	False	NovelsPlaysTales	On Viol and Flute		Edmund W. Gosse				True			Reg002609
standardpost	False	NovelsPlaysTales	Orlando furioso		L. Ariosto				True			Reg002623
standardpost	False	NovelsPlaysTales	Ossian		James Macpherson				True			Reg002628
standardpost	False	NovelsPlaysTales	Peder Paars		L. Holberg				True			Reg002665
standardpost	False	NovelsPlaysTales	Peters Juul		J. Krohn, ill. af Pietro Krohn				True			Reg002678
standardpost	False	NovelsPlaysTales	The Pied Piper of Hamelin		R. Browning				True			Reg003221
standardpost	False	NovelsPlaysTales	P. L. Møller, død den 10. Decbr. 1865		Holger Drachmann				True			Reg002637
standardpost	False	NovelsPlaysTales	Poems		Humphry William Freeland				True			Reg002700
standardpost	False	NovelsPlaysTales	Poems		Alice McClure Griffin				True	1871		Reg002699
standardpost	False	NovelsPlaysTales	Poésies complètes		A. T. de La Tour				True			Reg002725
standardpost	False	NovelsPlaysTales	Poésies complètes		Alfred de Vigny				True			Reg002726
standardpost	False	NovelsPlaysTales	Poetical Works		Henry W. Long-fellow				True	1851		Reg002703
standardpost	False	NovelsPlaysTales	Poetische Versuche		G. K. Pfeffel				True			Reg002704
standardpost	False	NovelsPlaysTales	Poetischer Hausschatz des deutschen Volkes		Bernhard Wolff				True	Skolebog		Reg002705
standardpost	False	NovelsPlaysTales	Prentenboek zooder prenten. Vertellingen van de maan. Door J. J. L. ten Kate. Vierde druk						True	1870		Reg002730
standardpost	False	NovelsPlaysTales	»Presso al Tamigi un fior di Parndiso -«		P.-A. Fiorentino				True	Tekst		Reg003665
standardpost	False	NovelsPlaysTales	The Prisoner of Chillon		Byron				True			Reg003222
standardpost	False	NovelsPlaysTales	Prolog	Fremsagt af Jfr. Sønderskou	Carl Bagger				True			Reg002739
standardpost	False	NovelsPlaysTales	Prolog, fremsagt j Fredags [22.1.1875] i Kasino ved Forestillingen til Indtægt for H. C. Andersens Monument		H. Vilh. Martensen				True			Reg002743
standardpost	False	NovelsPlaysTales	Prolog og Program	Ved Casinos 25 Aars Jubilæumsforestilling	Erik Bøgh				True			Reg002740
standardpost	False	NovelsPlaysTales	Prolog til den 50. Opførelse af Svend Dyrings Huus		H. P. Holst				True			Reg002741
standardpost	False	NovelsPlaysTales	Prolog ved Det kgl. Teaters Aabningsforestilling 15.10.1874		C. Ploug				True			Reg002742
standardpost	False	NovelsPlaysTales	Quickborn		Klaus Groth				True			Reg002756
standardpost	False	NovelsPlaysTales	Reineke Fuchs		J. W. von Goethe				True			Reg002781
standardpost	False	NovelsPlaysTales	Reisedrømmen		B. S. Ingemann				True			Reg002791
standardpost	False	NovelsPlaysTales	Rimbrev til Fru Julie Sødring		Nicolaj Bøgh				True			Reg002809
standardpost	False	NovelsPlaysTales	Ritter Toggenburg		Fr. von Schiller				True			Reg002812
standardpost	False	NovelsPlaysTales	Romanser ur svenska folklifvet jemte några andra diktér		J. G. Carlén				True			Reg002840
standardpost	False	NovelsPlaysTales	Samlede Digte		Carl Ploug				True	1862		Reg002925
standardpost	False	NovelsPlaysTales	En Samling Vers		Chr. Winther				True			Reg001112
standardpost	False	NovelsPlaysTales	The Seasons		James Thomson				True			Reg003226
standardpost	False	NovelsPlaysTales	Serenaden und Phantasien eines Friesischen Sängers		Harro Harring				True			Reg002983
standardpost	False	NovelsPlaysTales	Sigrid med Sløret		A. Oehlenschlæger				True			Reg002993
standardpost	False	NovelsPlaysTales	»Sind wir nicht geplagte Wesen?«	Heinrich von Ofterdingen, 6. Kapitel	Novalis				True			Reg003670
standardpost	False	NovelsPlaysTales	Sint-Albaan	Af Krekelzangen	W. Bilderdijk				True			Reg003000
standardpost	False	NovelsPlaysTales	Skabelsen	De Schepping	J. J. L. ten Kate				True			Reg003011
standardpost	False	NovelsPlaysTales	Skriftemaalet		Henrik Hertz				True			Reg003028
standardpost	False	NovelsPlaysTales	Slaget ved Fredericia		Carl Ploug				True			Reg003033
standardpost	False	NovelsPlaysTales	Slaven		Fr. Paludan-Mülller				True			Reg003036
standardpost	False	NovelsPlaysTales	Smaadigte og Sange		M. Rosing				True			Reg003043
standardpost	False	NovelsPlaysTales	»Solen gaar bag Aasen ned -«	Sole gaar bak Aasen ne	Aagots Sang af H. A. Bjerregaard				True	Aagots Sang af H. A. Bjerregaard: Fjeldeventyret		Reg003673
standardpost	False	NovelsPlaysTales	The Song of Hiawatba		H. W. Longfellow				True			Reg003227
standardpost	False	NovelsPlaysTales	Stellas Kunstindvielse		C. N. David				True			Reg003102
standardpost	False	NovelsPlaysTales	Svenska folkvisor )		E. G. Geijer; A. A. Afzelius				True			Reg003142
standardpost	False	NovelsPlaysTales	Søfartens Oprindelse og Virkning		Chr. B. Tullin				True			Reg003166
standardpost	False	NovelsPlaysTales	Tankebreve fra en Afdød		B. S. Ingemann				True			Reg003183
standardpost	False	NovelsPlaysTales	Tanker og Tegninger		L. Lund				True			Reg003184
standardpost	False	NovelsPlaysTales	Den tappre Landsoldat		Peter Faber				True			Reg000760
standardpost	False	NovelsPlaysTales	Tasso te Rome		J. van Gravenweert				True			Reg003192
standardpost	False	NovelsPlaysTales	Tassos Klage	The Lament of Tasso	Byron				True			Reg003193
krydshenvisning	False	NovelsPlaysTales	Tiden er prosaisk (Bj. Bjørnson)					Fordum og nu	True			Reg003247
standardpost	False	NovelsPlaysTales	Til en vis Mand [Kong Karl XV af Sverrig-Norge]		Chr. Winther				True			Reg003265
standardpost	False	NovelsPlaysTales	Til Grundtvigs Venner. Rimbrev fra F. L. Grundtvig						True			Reg003252
standardpost	False	NovelsPlaysTales	Til Kong Frederik VII.s Minde, Studenterforeningen 20.12.1863		Chr. Richardt				True			Reg003255
standardpost	False	NovelsPlaysTales	Til Nordens Kvinde	»Vi har sagt det saa tidt -«	Mads Hansen				True			Reg003261
standardpost	False	NovelsPlaysTales	Til Oehlenschläger		Chr. Winther				True			Reg003262
standardpost	False	NovelsPlaysTales	Till J. P. Miller		C. F. Dahlgren				True			Reg003270
standardpost	False	NovelsPlaysTales	To Digte af En ung Angelbo	1. Sønderjydsk Sang. 2. Haabets Stjerne	Koldingposten 30.1.1866				True			Reg003280
standardpost	False	NovelsPlaysTales	Totenkränze		J. C. von Zedlitz				True			Reg003302
standardpost	False	NovelsPlaysTales	Trinkspruch in einer literarischen Gesellschaft 1831	»O, lasset urs in dieser düstern, bangen Zeit -«	A. von Chamisso				True			Reg003319
standardpost	False	NovelsPlaysTales	Træsnit		Chr. Winther				True			Reg003331
standardpost	False	NovelsPlaysTales	Uhyret		Fr. Høegh-Guldberg				True			Reg003368
standardpost	False	NovelsPlaysTales	Die Ulme zu Hirsau		Ludwig Uhland				True			Reg000915
standardpost	False	NovelsPlaysTales	Urania über Gott, Unsterblichkeit und Freiheit		C. A. Tiedge				True			Reg003389
standardpost	False	NovelsPlaysTales	Valkyrien		Fr. Bøgh				True			Reg003400
standardpost	False	NovelsPlaysTales	[Vandfaldet i Englischer Garten, München]		Moritz Saphir				True			Reg003565
standardpost	False	NovelsPlaysTales	Vaterlandslied	»Stadt Hamburg, in der Elbe Auen -«	Gemeinnütziger Almanach auf das Jahr 1831				True	Tekst		Reg003408
standardpost	False	NovelsPlaysTales	Ved H. C. Ørsteds Jordefærd		C. Hauch				True			Reg003410
standardpost	False	NovelsPlaysTales	Venedig		Nicolaj Bøgh				True			Reg003419
standardpost	False	NovelsPlaysTales	Venus and Adonis		W. Shakespeare				True			Reg003430
standardpost	False	NovelsPlaysTales	»Vift stolt paa Codans Bølge -«		B.S. Ingemann				True			Reg003677
standardpost	False	NovelsPlaysTales	»Vildt Göta störtade från fjällen -«		Esaias Tegnér				True	Tekst		Reg003679
standardpost	False	NovelsPlaysTales	» Vintern rasat ut bland våra fjällar -«		Herman Sätherberg				True			Reg003591
standardpost	False	NovelsPlaysTales	Volkslieder der Serben		Therese A. L. von Jacob, g. Robinson				True	Pseudonym: Talvj		Reg003469
standardpost	False	NovelsPlaysTales	Waldmeisters Brautfahrt		Otto Roquette				True			Reg003480
standardpost	False	NovelsPlaysTales	Wanderungen durch den Markt des Lebens. Zweites Buch: Wanderung durch den Markt der Ehre		C. A. Tiedge				True			Reg003486
standardpost	False	NovelsPlaysTales	Winde-Kelken		J. P. Hasebroek				True			Reg003511
standardpost	False	NovelsPlaysTales	Der Zauberlehrling		J. W. von Goethe				True			Reg000825
standardpost	False	NovelsPlaysTales	Zigeuner-Mährchen		J. W. von Goethe				True			Reg003525
standardpost	False	NovelsPlaysTales	Zwölf Gedichte		Alexej Tolstoj				True			Reg003532
standardpost	False	NovelsPlaysTales	Ældre og nyere Digte		Rudolph Schmidt				True			Reg003688
standardpost	False	NovelsPlaysTales	Ældre og nyere Digte		Wilhelm Moldenhawer				True	Pseudonym: Vilhelm		Reg003689
standardpost	False	NovelsPlaysTales	Æneiden		P. Vergilius Maro				True			Reg003691
standardpost	False	NovelsPlaysTales	Øjeblikkets Børn		Martin Kok				True			Reg003698
standardpost	False	NovelsPlaysTales	The Academy						True			Reg003199
standardpost	False	NovelsPlaysTales	Aftenlæsning						True			Reg000165
standardpost	False	NovelsPlaysTales	Altonaer Wochenblatt						True			Reg000205
standardpost	False	NovelsPlaysTales	Appleton's Journal						True			Reg000254
standardpost	False	NovelsPlaysTales	The Athenæeum						True			Reg003201
standardpost	False	NovelsPlaysTales	The Atlantic						True			Reg003202
standardpost	False	NovelsPlaysTales	Aunt Judy' s Magazine		Margaret Gatty				True			Reg000279
standardpost	False	NovelsPlaysTales	Der Bazar						True			Reg000772
standardpost	False	NovelsPlaysTales	Die Biene						True			Reg000873
standardpost	False	NovelsPlaysTales	Blätter für literarische Unterhaltung						True			Reg000371
standardpost	False	NovelsPlaysTales	Børne-Tidende		W. H. Herdahl				True			Reg000426
standardpost	False	NovelsPlaysTales	Ceres		L. Flamand				True			Reg000465
standardpost	False	NovelsPlaysTales	Corsaren						True			Reg000547
standardpost	False	NovelsPlaysTales	Dansk Kirketidende		Niels Lindberg				True			Reg000577
standardpost	False	NovelsPlaysTales	Dansk Maanedsskrift						True			Reg000578
standardpost	False	NovelsPlaysTales	Die deutsche Jugend						True			Reg000923
standardpost	False	NovelsPlaysTales	Didaskalia oder Blätter für Geist, Gemüth und Publizität						True			Reg000865
standardpost	False	NovelsPlaysTales	The Examiner						True			Reg003207
standardpost	False	NovelsPlaysTales	Feierstunden. Ein Unterhaltungsblatt für Gebildete aller Stände 1860						True			Reg001270
standardpost	False	NovelsPlaysTales	Figaro		Robert Watt				True			Reg001287
standardpost	False	NovelsPlaysTales	Flyvende Blade		Vilhelm Møller				True			Reg001311
standardpost	False	NovelsPlaysTales	Folkekalender for Danmark						True			Reg001314
standardpost	False	NovelsPlaysTales	Folkets Nisse						True			Reg001316
standardpost	False	NovelsPlaysTales	For Idé og Virkelighed		Bj. Bjørnsen; Rasmus Nielsen; Rudolph Schmidt				True			Reg001323
standardpost	False	NovelsPlaysTales	For Romantik og Historie		H. P. Holst				True			Reg001324
standardpost	False	NovelsPlaysTales	The Fortnightly Review						True			Reg003208
krydshenvisning	False	NovelsPlaysTales	Frankfurter Didaskalien					Didaskalia	True			Reg001359
standardpost	False	NovelsPlaysTales	Fremtidens Nytaarsgave						True			Reg001381
standardpost	False	NovelsPlaysTales	Gefion, Nytaarsgave for 1826		Johanne Eliza Beyer				True			Reg001435
standardpost	False	NovelsPlaysTales	Die Gegenwart. Wochenschrift für Literatur, Kunst und öffentl. Leben						True	1875		Reg000879
standardpost	False	NovelsPlaysTales	Die Grenzboten						True			Reg000880
standardpost	False	NovelsPlaysTales	Harper's Magazine						True			Reg001537
standardpost	False	NovelsPlaysTales	Household Pagds		Charles Dickens				True			Reg001630
standardpost	False	NovelsPlaysTales	Humoristische Blätter		Theodor Kobbe, Oldenburg				True			Reg001647
standardpost	False	NovelsPlaysTales	The Illustrated London News						True			Reg003211
standardpost	False	NovelsPlaysTales	L'Illustration						True			Reg001965
standardpost	False	NovelsPlaysTales	Illustrerad Tidning						True			Reg001728
standardpost	False	NovelsPlaysTales	Illustreret Børneblad		August Westrup				True			Reg001729
standardpost	False	NovelsPlaysTales	Illustreret Nyhedsblad 11.9.1864						True			Reg001730
standardpost	False	NovelsPlaysTales	Illustreret Tidende						True			Reg001731
krydshenvisning	False	NovelsPlaysTales	Illustreret Tidende (norsk)					Illustreret Nyhedsblad	True			Reg001732
standardpost	False	NovelsPlaysTales	Illustrirte deutsche Monatshefte						True			Reg001734
standardpost	False	NovelsPlaysTales	Illustrirte Zeitung						True			Reg001733
standardpost	False	NovelsPlaysTales	Illustrirter Kalender für die Schweiz						True	1852		Reg001735
standardpost	False	NovelsPlaysTales	Intelligensblade		J. L. Heiberg				True	1842		Reg001748
standardpost	False	NovelsPlaysTales	Die Jahreszeiten. Hamburger neue Mode-Zeitung		Ludwig Lenz				True			Reg000885
standardpost	False	NovelsPlaysTales	Julebog 1874	og 1875	Karl Schmidt				True			Reg001838
standardpost	False	NovelsPlaysTales	Der Kinderfreund		C. F. Weisze				True			Reg000788
standardpost	False	NovelsPlaysTales	The Leisure Hour						True			Reg003216
standardpost	False	NovelsPlaysTales	The Literary Gazette		William Jerdan				True			Reg003217
standardpost	False	NovelsPlaysTales	Lommebog for Skuespilyndere 1805		Peter Foersom				True			Reg002174
standardpost	False	NovelsPlaysTales	Læsefrugter, samlede paa Litteraturens Mark		A. F. Elmquist				True			Reg002218
standardpost	False	NovelsPlaysTales	Maanedsroser		Thomas Overskou				True			Reg002224
standardpost	False	NovelsPlaysTales	Magazin for Ungdommen		J. Chr. Riise				True			Reg002283
standardpost	False	NovelsPlaysTales	Magazin für die Literatur des Auslandes						True			Reg002284
standardpost	False	NovelsPlaysTales	Meyer's Universum		1833-56				True			Reg002384
standardpost	False	NovelsPlaysTales	Münchener Theater-Journal		Blume				True			Reg002456
standardpost	False	NovelsPlaysTales	The National Quarterly Review						True			Reg003219
standardpost	False	NovelsPlaysTales	Det 19. Aarhundrede		Georg; Edvard Brandes				True			Reg000840
standardpost	False	NovelsPlaysTales	Nord og Syd 14.2.1851		M. Goldschmidt				True			Reg002523
standardpost	False	NovelsPlaysTales	Nordischer Telegraph		Carl B. Lorck				True			Reg002525
standardpost	False	NovelsPlaysTales	Ny Portefeuille		G. Carstensen				True			Reg002538
standardpost	False	NovelsPlaysTales	Den nye Almanak for 1871		Mads Hansen; Anton Nielsen				True			Reg000739
standardpost	False	NovelsPlaysTales	Nyt dansk Maanedsskrift		Vilh. Møller				True			Reg002567
standardpost	False	NovelsPlaysTales	Nær og Fjern		P. Hansen				True			Reg002574
standardpost	False	NovelsPlaysTales	Penelope. Taschenbuch für das Jahr 1845		Theodor Hell				True			Reg002671
standardpost	False	NovelsPlaysTales	Pjerrot						True			Reg002694
standardpost	False	NovelsPlaysTales	Portefeuillen		G. Carstensen				True			Reg002715
standardpost	False	NovelsPlaysTales	Punch, or the London Charivari		Mark Lemon				True			Reg002754
standardpost	False	NovelsPlaysTales	Punch		dansk				True			Reg002753
standardpost	False	NovelsPlaysTales	The Quarterly Review		J. G. Lockhart				True			Reg003223
standardpost	False	NovelsPlaysTales	Revue britannique						True			Reg002800
standardpost	False	NovelsPlaysTales	Revue des deux Mondes						True			Reg002801
standardpost	False	NovelsPlaysTales	Riises Arkiv og Historisk-geographisk Archiv	Archiv for Historie og Geographie (1820-38	1839-64				True			Reg002808
standardpost	False	NovelsPlaysTales	The Riverside Magazine for Young People		Horace E. Scudder				True			Reg003224
standardpost	False	NovelsPlaysTales	The Saturday Review						True			Reg003225
standardpost	False	NovelsPlaysTales	Scribner’s Monthly Magazine						True			Reg002975
standardpost	False	NovelsPlaysTales	Souvenir		C. Thorkilsen				True			Reg003070
standardpost	False	NovelsPlaysTales	Søndags-Posten		C. H. Sørensen				True			Reg003168
standardpost	False	NovelsPlaysTales	Tiden		V. F. Palmblad				True			Reg003246
standardpost	False	NovelsPlaysTales	de Tijd		J. L. van der Vliet				True			Reg003581
standardpost	False	NovelsPlaysTales	Ueber Land und Meer						True	1875		Reg003365
standardpost	False	NovelsPlaysTales	Volkskalender 1846		F. W. Gubitz				True			Reg003468
standardpost	False	NovelsPlaysTales	Zeitung für die elegante Welt						True			Reg003523
standardpost	False	NovelsPlaysTales	Et Bidrag til Monumentet for H.C. Andersen. Fortællinger og Digte for Børn		August Westrups Forlag				True	1875		Reg001197
standardpost	False	NovelsPlaysTales	Billedbog for Store og Smaa		Christian Winther				True			Reg000356
standardpost	False	NovelsPlaysTales	Das Buch der Welt. Ein deutsches Familienbuch für alle Stände						True	1860		Reg000589
standardpost	False	NovelsPlaysTales	Cuentos y fábulas		J.E. Hartzenbusch				True			Reg000557
standardpost	False	NovelsPlaysTales	Danske Værker 11-12	Prosaiske Skrifter 3-4. Dramaturgisk Kritik	Jens Baggesen				True			Reg000585
standardpost	False	NovelsPlaysTales	Fortællinger og Vers for Store og Smaa		Chr. Richardt; G. Rode				True	1866		Reg001340
standardpost	False	NovelsPlaysTales	Fra nordiske Digtere. Et Album						True			Reg001355
standardpost	False	NovelsPlaysTales	Gesammelte Schriften		J. C. Biernatzski				True			Reg001444
standardpost	False	NovelsPlaysTales	Läsning för barn		Zacharias Topelius				True			Reg002214
standardpost	False	NovelsPlaysTales	Obras completas IV		Ángel de Saavedra, Hertug af Rivas				True			Reg002587
standardpost	False	NovelsPlaysTales	Samlade dikter I-V		Karl August Nicander				True			Reg002923
standardpost	False	NovelsPlaysTales	Samlede Skrifter		B. S. Ingemann				True			Reg002926
standardpost	False	NovelsPlaysTales	Samlede Værker		Carl Bagger, udg. af Vilh. Møller				True			Reg002929
standardpost	False	NovelsPlaysTales	Sämtliche Werke in Einem Bande		Silvio Pellico				True			Reg003162
standardpost	False	NovelsPlaysTales	Sämtliche Werke	1-Binds Udg.	Fr. von Schiller				True			Reg003161
standardpost	False	NovelsPlaysTales	Ude og hjemme		H. P. Holst				True			Reg003356
standardpost	False	NovelsPlaysTales	Vintergrønt. Nye Fortællinger og Digte, danske, norske og svenske. Udg. af Christian Richardt						True			Reg003459
standardpost	False	NovelsPlaysTales	Volksmärchen von Peter Leberecht II		L. Tieck				True			Reg003470
standardpost	False	NovelsPlaysTales	Werke	1861-63	H. Heine				True			Reg003495
