collin_surname,collin_given_names,collin_birth_year,collin_death_year,match_tier,match_count,match_reg_ids,match_labels
Tietgen,C. F.,1829,1901,exact,1,Reg0122580,"Tietgen, C. F. (1829–1901)"
Tillisch,F. F.,1801,1889,exact,1,Reg0122660,"Tillisch, F. (1801–1889)"
Timmermann,Oswald Andreas,1798,1857,exact,1,Reg0122690,"Timmermann, Oswald Andreas (1798–1857)"
Torp,Andreas,1767,1801,surname_only,1,Reg0123010,"Torp, Freya (ca. 1819–?)"
Torrearsa,"Vincenzo Fardella di, Marquis",1808,1889,none,0,,
Toscana,"Marie, Hertuginde af —, f. Prinsesse af Sachsen",1796,1865,exact,1,Reg0123130,"Toscana, Marie, Storhertuginde af –, f. Prinsesse af Sachsen (1796–1865)"
Tottenberg,F. F.,1824,1895,none,0,,
Tramp,"Caroline Amalie, Komtesse",1841,1905,exact,1,Reg0123220,"Tramp, Caroline Amalie, Komtesse (1841–1905)"
Tramp,"Sophie Juliane Charlotte, Komtesse",1844,1894,exact,1,Reg0123240,"Tramp, Sophie Juliane Charlotte, Komtesse (1844–1894)"
Traube,Ludwig,1818,1876,none,0,,
Travers,"C. C., hollandsk Konsul i Athen I, 312. V, 92. Trepka, Chr.",1842,1864,surname_only,2,Reg0123330;Reg0123350,"Travers | Travers, C. C."
Trepka,Holten Fürchtegott,1818,1895,exact,1,Reg0123470,"Trepka, Holten Fiirchtegott (1818–1895)"
Trepka,"Ida, f. Falbe",1822,1849,surname_year_mismatch,6,Reg0123430;Reg0123450;Reg0123460;Reg0123470;Reg0123480;Reg0123490,"Trepka, Alma (1845–1886) | Trepka, Christian (1779–1864) | Trepka, Christian (1842–1864) | Trepka, Holten Fiirchtegott (1818–1895) | Trepka, Joh. Chr. Mathias (1809–1850) | Trepka, Mathiane, f. Bugge (1786–1858)"
Trepka,Johan Christian Mathias,1809,1850,exact,1,Reg0123480,"Trepka, Joh. Chr. Mathias (1809–1850)"
Tscherning,A. F.,1795,1874,exact,1,Reg0123810,"Tscherning, A. F. (1795–1874)"
Tscherning,"Eleonore Christine, f. Lützow",1817,1890,exact,1,Reg0123830,"Tscherning, Eleonora Christine, f. Lützow (1817–1890)"
Tuxen,Mandrup Peter,1818,1891,exact,1,Reg0124000,"Tuxen, Mandrup Peder (1818–1891)"
Tybjerg,"se Thyberg. Töpfer, Karl",1792,1871,surname_only,2,Reg0122280;Reg0124030,"Tybjerg, Asbjørn (født og død 1871) | Tybjerg, se: Thyberg."
Toepfer,Rodolphe,1797,1846,none,0,,
Uldall,Carl Julius,1839,1892,ambiguous,2,Reg0124340;Reg0124360,"Uldall, Carl Julius (1839–1892) | Uldall, Fr. (1839–1921)"
Uldall,Carl Vilhelm,1804,1883,ambiguous,2,Reg0124350;Reg0124380,"Uldall, Carl Vilhelm (1804–1883) | Uldall, Julie Vilhelmine, f. Rottbøll (1804–1879)"
Uldall,"Julie Vilhelmine, f. Rottbøll",1804,1879,ambiguous,2,Reg0124350;Reg0124380,"Uldall, Carl Vilhelm (1804–1883) | Uldall, Julie Vilhelmine, f. Rottbøll (1804–1879)"
Rottbøll,"g. m. C. V. U. II, 319. V, 237. Uldall, Ludvig",1819,1867,surname_only,1,Reg0107910,Rottbøll
Ulfeldt,"Leonora Christina, Grevinde",1621,1698,exact,1,Reg0124440,"Ulfeldt, Leonora Christina, Rigsgrevinde (1621–1698)"
Unsgaard,Andreas,1801,1842,exact,1,Reg0124650,"Unsgaard, Andreas (1801–1842)"
Unsgaard,I. J.,1798,1872,exact,1,Reg0124660,"Unsgaard, I. J. (1798–1872)"
Ussing,Carl,1823,1849,exact,1,Reg0124700,"Ussing, C. (1823–1849)"
Uttenreiter,Charlotte,1823,1886,surname_only,1,Reg0124720,"Uttenreiter, Caroline (død 1886, 72 år gl.)"
Waagepetersen,Christian,1787,1840,surname_year_mismatch,2,Reg0126200;Reg0126210,"Waagepetersen, Mathilde, f. Schram (1814–1898) | Waagepetersen, Mozart (1813–1885)"
Wagner,Richard,1813,1883,exact,1,Reg0126370,"Wagner, Richard (1813–1883)"
Vahl,Johan,1799,1875,exact,1,Reg0124760,"Vahl, Johan (1799–1875)"
Wales,"Edward, Prins af —",1841,1910,exact,1,Reg0126540,"Wales, Edward, Prins af – (1841–1910)"
Wanscher,Marie,1836,1912,exact,1,Reg0126770,"Wanscher, Marie (1836–1912)"
Wanscher,Nanna,1838,1915,exact,1,Reg0126780,"Wanscher, Nanna (1838–1915)"
Wanscher,Wilhelm,1802,1882,exact,1,Reg0126790,"Wanscher, Wilhelm (1802–1882)"
Warburg,John,1812,1895,exact,1,Reg0126930,"Warburg, John (1812–1895)"
Watt,Robert,1837,1894,exact,1,Reg0127230,"Watt, Robert (1837–1894)"
Weber,Carl Maria v.,1786,1826,exact,1,Reg0127310,"Weber, Carl Maria von (1786–1826)"
Weber,J. J.,1803,1880,exact,1,Reg0127340,"Weber, J. J. (1803–1880)"
Weber,Matthias,1850,1933,exact,1,Reg0127370,"Weber, Matthias (1850–1933)"
Wedel,Camilla,1816,1855,exact,1,Reg0127440,"Wedel, Camilla (1816–1855)"
Wedel-Heinen,Jul. Chr. Fr.,1814,1887,exact,1,Reg0127540,"Wedel-Heinen, Julius Christian Friderich (1814–1887)"
Wegener,Jens Frederik Christian,1812,1864,exact,1,Reg0127790,"Wegener, Jens Frederik Christian (1812–1864)"
Wegener,"Marie, f. Bindesbøll",1793,1856,surname_year_mismatch,4,Reg0127770;Reg0127780;Reg0127790;Reg0127800,"Wegener, C. F. (1802–1893) | Wegener, Caroline Mathilde, f. Jacobsen (1806–1897) | Wegener, Jens Frederik Christian (1812–1864) | Wegener, Theodor (1817–1877)"
Wegener,Theodor,1817,1877,exact,1,Reg0127800,"Wegener, Theodor (1817–1877)"
Weilbach,Philip,1834,1900,exact,1,Reg0127900,"Weilbach, Philip (1834–1900)"
Weimar,"se Sachsen-Wcimar-Eisenach. Weis, Carl",1809,1872,surname_only,1,Reg0127910,"Weimar, se: Sachsen-Weimar-Eisenach."
Weis,Ernst,1807,1873,exact,1,Reg0127950,"Weis, Ernst (1807–1873)"
Welhaven,Christopher Frederik,1788,1830,exact,1,Reg0128060,"Welhaven, Christopher Frederik (1788–1830)"
Welhaven,J. S.,1807,1873,exact,1,Reg0128080,"Welhaven, J. S. (1807–1873)"
Weller,C.,1838,1900,exact,1,Reg0128100,"Weller, C. (1838–1900)"
Verdi,Giuseppe,1813,1901,exact,1,Reg0125050,"Verdi, Giuseppe (1813–1901)"
Verhulst,Jan,1816,1891,exact,1,Reg0125090,"Verhulst, J. J. H. (1816–1891)"
Werligh,August,1795,1841,none,0,,
Wessel,J. H.,1742,1785,exact,1,Reg0128340,"Wessel, Johan Herman (1742–1785)"
Ill,"320. V, 53, 302. Westermann, Carl Theodor",1812,1882,none,0,,
Ill,"202. V, 212. Westermann, George",1810,1879,none,0,,
Westermann,"Ida Sophie, f. Fürst",1813,1885,exact,1,Reg0128520,"Westermann, Ida Sophie, f. Fürst (1813–1885)"
Westrheene,Tobias van,1825,1871,none,0,,
Wexschall,"Anna, f. Brenøe",1803,1856,exact,1,Reg0128610,"Wexschall, Anna, f. Brenøe (1803–1856)"
Wexschall,Fr.,1798,1845,surname_year_mismatch,2,Reg0128610;Reg0128630,"Wexschall, Anna, f. Brenøe (1803–1856) | Wexschall, Orpheline (1845–1910), Datter af Violinisten Fr. W., Plejedatter af Peter Schram, se: Schram, Orpheline."
Weyse,C. E. F.,1774,1842,exact,1,Reg0128640,"Weyse, C. E. F. (1774–1842)"
Viborg,"Hansigne Henriette, f. Fogh",1791,1867,surname_year_mismatch,1,Reg0125280,"Viborg, Niels (1785–1863)"
Wiborg,K. F.,1813,1885,none,0,,
Viborg,N.,1785,1863,exact,1,Reg0125280,"Viborg, Niels (1785–1863)"
Wiedemann,Hans Christian,1854,1871,exact,1,Reg0128770,"Wiedemann, Hans Christian (1854–1871)"
Wiedemann,Niels Carl Peder Ferdinand,1849,1871,exact,1,Reg0128790,"Wiedemann, Niels Carl Peter Ferdinand (1849–1871)"
Wiedemann,Søren Martin Gudmand,1855,1871,exact,1,Reg0128810,"Wiedemann, Søren Martin Gudmand (1855–1871)"
Wiehe,"Emilie, f. Thorsen",1821,1891,ambiguous,2,Reg0128850;Reg0128910,"Wiehe, Emilie, f. Thorsen (1821–1891) | Wiehe, Marie Louise (1821–1901)"
Wiehe,Johan,1830,1877,exact,1,Reg0128890,"Wiehe, Johan (1830–1877)"
Wiehe,Michael,1820,1864,exact,1,Reg0128920,"Wiehe, Michael (1820–1864)"
Wiehe,Wilhelm,1826,1884,exact,1,Reg0128930,"Wiehe, Wilhelm (1826–1884)"
Wieland,Christoph Martin,1733,1813,exact,1,Reg0128950,"Wieland, Christoph Martin (1733–1813)"
Vieweg,Eduard,1796,1869,exact,1,Reg0125370,"Vieweg, Eduard (1796–1869)"
Viggo,"se Drewsen, Viggo. Wilckens, Carl Frederik",1808,1877,surname_only,1,Reg0125390,"Viggo, se: Drewsen, Viggo, og Neergaard, Viggo."
Wildt,Johannes,1782,1836,none,0,,
Vilsoet,Pierre Godefroi,1811,1877,none,0,,
Wilster,Christian,1797,1840,exact,1,Reg0129390,"Wilster, Christian (1797–1840)"
Winckler,Bernt,1780,1845,none,0,,
Vind,Chr. Andr.,1794,1869,surname_year_mismatch,4,Reg0125550;Reg0125560;Reg0125570;Reg0125590,"Vind, Anna Sophie Elisabeth, f. Hoppe (1803–1881) | Vind, Emil (1829–1906) | Vind, Sophie (1825–1901) | Vind, Sophus (1842–1913)"
Vind,"Sophie Elisabeth, f. Hoppe",1803,1881,exact,1,Reg0125550,"Vind, Anna Sophie Elisabeth, f. Hoppe (1803–1881)"
Wingård,Carl Fredrik af,1781,1851,exact,1,Reg0129560,"Wingard, Carl Fredrik af (1781–1851)"
Winsløw,Carl,1796,1834,surname_only,3,Reg0129620;Reg0129630;Reg0129640,"Winsløw | Winsløw, Frue, f. Schiøtt | Winsløw, Ferd. S."
Winther,Christian,1796,1876,exact,1,Reg0129670,"Winther, Christian (1796–1876)"
Winther,Chr. M.,1817,1890,exact,1,Reg0129690,"Winther, Chr. M. (1817–1890)"
Winther,Ida,1835,1882,surname_year_mismatch,13,Reg0129660;Reg0129670;Reg0129680;Reg0129690;Reg0129700;Reg0129710;Reg0129720;Reg0129730;Reg0129740;Reg0129760;Reg0129770;Reg0129780;Reg0129790,"Winther, Anna Marie Franziska, f. Popp (1851–1928) | Winther, Christian (1796–1876) | Winther, Christian Ancker (1816–1898) | Winther, Chr. M. (1817–1890) | Winther, Geert (1813–1905) | Winther, Georg (1844–1879) | Winther, Julie, f. Lütthans (1813–1881) | Winther, Laurentius Robert (1811–1877) | Winther, Marie Louise, f. Bentzen (1818–1849) | Winther, Petrine, f. Steffensen (1850–1930) | Winther, Pouline (1848–1849) | Winther, Thor (1846–1870) | Winther, Valdemar Julius (1846–1912)"
Winther,"Julie, f. Lütthans",1813,1881,ambiguous,2,Reg0129700;Reg0129720,"Winther, Geert (1813–1905) | Winther, Julie, f. Lütthans (1813–1881)"
Winther,Laurentius Robert,1811,1877,exact,1,Reg0129730,"Winther, Laurentius Robert (1811–1877)"
Winther,Mathias,1795,1834,surname_year_mismatch,13,Reg0129660;Reg0129670;Reg0129680;Reg0129690;Reg0129700;Reg0129710;Reg0129720;Reg0129730;Reg0129740;Reg0129760;Reg0129770;Reg0129780;Reg0129790,"Winther, Anna Marie Franziska, f. Popp (1851–1928) | Winther, Christian (1796–1876) | Winther, Christian Ancker (1816–1898) | Winther, Chr. M. (1817–1890) | Winther, Geert (1813–1905) | Winther, Georg (1844–1879) | Winther, Julie, f. Lütthans (1813–1881) | Winther, Laurentius Robert (1811–1877) | Winther, Marie Louise, f. Bentzen (1818–1849) | Winther, Petrine, f. Steffensen (1850–1930) | Winther, Pouline (1848–1849) | Winther, Thor (1846–1870) | Winther, Valdemar Julius (1846–1912)"
Witte,Iver Nicolaj,1791,1865,surname_only,2,Reg0129850;Reg0129860,"Witte | Witte, Ernst"
Vliet,Jacobus Leunis van der,1814,1851,exact,1,Reg0125740,"Vliet, Jacobus Leunis van der (1814–1851)"
Vogler,Georg Joseph,1749,1814,none,0,,
Voigt,Christian,1808,1888,surname_only,1,Reg0125900,"Voigt, Charlotte Emilie, f. Hansen (1838–?)"
Voigt,Laurits Peter,1779,1859,exact,1,Reg0125920,"Voigt, Laurits Peter (1779–1859)"
Voigt,Riborg,1806,1883,exact,1,Reg0125940,"Voigt, Riborg (1806–1883)"
Wolff,Bernhard,1799,1851,exact,1,Reg0130150,"Wolff, Oskar Ludwig Bernhard (1799–1851)"
Wolzogen,"Karoline v., f. v. Lengefeld",1763,1847,exact,1,Reg0130270,"Wolzogen, Karoline von, f. von Lengefeld (1763–1847)"
Worsaae,Jens,1780,1840,surname_year_mismatch,3,Reg0130350;Reg0130360;Reg0130370,"Worsaae, J. J. A. (1821–1885) | Worsaae, Jacobine, f. Grevenkop-Castenschiold (1838–1910) | Worsaae, Peter Marius (1816–1877)"
Worsaae,J. J. A.,1821,1885,exact,1,Reg0130350,"Worsaae, J. J. A. (1821–1885)"
Voss,Juan,1842,1883,exact,1,Reg0126100,"Voss, Juan (1842–1883)"
Brehmer,"Augusta Petronella, Friherreinde, f. Wollmar",1812,1873,none,0,,
Brehmer,"Carl Gustaf, Friherre",1803,1872,none,0,,
Wrede,"Louis, Friherre",1816,1901,exact,1,Reg0130440,"Wrede, Ludvig (Louis), Greve (1816–1901)"
Wulff,Christian,1810,1856,exact,1,Reg0130530,"Wulff, Christian (1810–1856)"
Wulff,"Henriette, f. Weinholdt",1784,1836,exact,1,Reg0130550,"Wulff, Henriette, f. Weinholdt (1784–1836)"
Wulff,Louise,1810,1842,exact,1,Reg0130530,"Wulff, Christian (1810–1856)"
Wulff,Peter Frederik,1774,1842,exact,1,Reg0130660,"Wulff, Peter Frederik (1774–1842)"
Württemberg,"Wilhelm I, Konge af—",1781,1864,exact,1,Reg0130730,"Württemberg, Wilhelm I, Konge af – (1781–1864)"
Zahle,Nathalie,1827,1913,exact,1,Reg0130960,"Zahle, Natalie (1827–1913)"
Zahle,P. Chr.,1825,1898,exact,1,Reg0130970,"Zahle, P. G. (1825–1898)"
Zahrtmann,Wanda,1842,1916,exact,1,Reg0131060,"Zahrtmann, Wanda (1842–1916)"
Zeise,Heinrich,1793,1863,exact,1,Reg0131170,"Zeise, Heinrich (1793–1863)"
Zeise,Heinrich,1822,1914,exact,1,Reg0131180,"Zeise, Heinrich (1822–1914)"
Plüskow,"Wei­ mar II, 54. V, 135. Zinck, Ludvig",1776,1851,surname_only,1,Reg0101780,"Plüskow, I. von"
Teater,"Komponist I, 2, 90, 93, 244. V, 3, 63. Zinn, Ludvig",1808,1868,none,0,,
Zinn,"Margrethe Christiane, f. Oldeland",1784,1857,exact,1,Reg0131530,"Zinn, Margrethe Christiane, f. Oldeland (1784–1857)"
Tx-za,Christine,1797,1862,none,0,,
Zöllner,"Karoline v., f. Grape",1795,1868,exact,1,Reg0131710,"Zöllner, Karoline von, f. Grape (1795–1868)"
Oehlenschlæger,Adam,1779,1850,exact,1,Reg0131760,"Oehlenschlæger, Adam (1779–1850)"
Oehlenschlæger,Charlotte,1811,1835,exact,1,Reg0131780,"Oehlenschlæger, Charlotte (Lotte) (1811–1835)"
Oehlenschlæger,"Francisca, f. Hedemann",1822,1861,exact,1,Reg0131800,"Oehlenschlæger, Francisca, f. Hedemann (1822–1861)"
Oehlenschlæger,Johannes,1813,1874,exact,1,Reg0131810,"Oehlenschlæger, Johannes (1813–1874)"
Øllgaard,Ferdinand,1842,1919,exact,1,Reg0131840,"Øllgaard, Ferdinand (1842–1919)"
Ørsted,Anders Sandøe,1778,1860,exact,1,Reg0131870,"Ørsted, Anders Sandøe (1778–1860)"
Ørsted,"Birgitte, f. Ballum",1789,1875,exact,1,Reg0131900,"Ørsted, Birgitte, f. Ballum (1789–1875)"
Ørsted,Hans Christian,1772,1851,surname_year_mismatch,17,Reg0131860;Reg0131870;Reg0131880;Reg0131890;Reg0131900;Reg0131910;Reg0131920;Reg0131930;Reg0131940;Reg0131950;Reg0131960;Reg0131970;Reg0131980;Reg0131990;Reg0132000;Reg0132020;Reg0132040,"Ørsted, A. S. (1816–1872) | Ørsted, Anders Sandøe (1778–1860) | Ørsted, Anders Sandøe (1826–1905) | Ørsted, Antoinette Christine Vilhelmine Rosa Louise, f. Rigsfriherreinde von Eggers (1837–1906) | Ørsted, Birgitte, f. Ballum (1789–1875) | Ørsted, Christian Madsen (1814–1899) | Ørsted, Frederikke (Fride), f. Gebhard (1838–1914) | Ørsted, Hans Christian (1777–1851) | Ørsted, Hans Christian (1863–1936) | Ørsted, Jacob Albert (1780–1828) | Ørsted, Maria (1816–1850) | Ørsted, Mathilde (1824–1906) | Ørsted, Nicolai (1829–1900) | Ørsted, Niels Christian (1816–1849) | Ørsted, Pauline, f. Brøndum (1833–1914) | Ørsted, Sophie (1821–1889) | Ørsted, Viggo (1867–1943)"
Østrig,"Caroline, Kejserinde af —, f. Prinsesse af Bayern",1792,1873,exact,1,Reg0132160,"Østrig, Caroline, Kejserinde af –, f. Prinsesse af Bayern (1792–1873)"
Østrig,"Franz I, Kejser af —",1768,1835,exact,1,Reg0132190,"Østrig, Franz I, Kejser af – (1768–1835)"
Østrig,"Sophie, Erkehertuginde af —, f. Prin­ sesse af Bayern",1805,1872,exact,1,Reg0132250,"Østrig, Sophie, Erkehertuginde af –, f. Prinsesse af Bayern (1805–1872)"
