surname_norm	status	min_entry_id	min_surname	min_given_names	min_birth_year	min_death_year	min_description	min_references	xlsx_surname	xlsx_given_names	xlsx_birth_year	xlsx_death_year	xlsx_description
boudewijn	kun_min	PerXI01015	Boudewijn	se Vliet, J. L. van der. Bouffé, Marie	1800	1888	fransk Skuespiller.	II:340					
bournonville	matchet_person_men_beskrivelse_afviger	PerXI01022	Bournonville	August	1805	1879	Balletmester og Balletkomponist. II 33 213 346 361. III 122 218 305 307 321. IV 2-3 5 131 192 275 297 343 469. V 4 5 20 118 119 122 144 145 167 325 342 358. VI 93-94 199 201 225 229 259 286 290 311-12 319 323 324-25 346 350 353. VII 97 114 126 203-04 208-09 245 250 254 290 304-05 361 374. VIII 12 23-24 26 28 30 33-34 38 44 124 133 142 143 145 146 162 175 184 200 213 234 307 312 347 359 361 406 417 419 423 443. 1X 7 9 23 32 38 46 163 166 170 172- 73 176 178 180 181-82 185 187 192 194 213 218 219 223 227 230 235 247 250 340 347 360 382 384-85.	X:2;X:7;X:21;X:33;X:34;X:63;X:133;X:145;X:150;X:156;X:167;X:179;X:181;X:197;X:198;X:207;X:208;X:209;X:211;X:214;X:221;X:223;X:224;X:225;X:230;X:233;X:238;X:341;X:346;X:350;X:372;X:373;X:374;X:383;X:401;X:402;X:418;X:421;X:428;X:440;X:443;X:452;X:466	Bournonville	August	1805	1879	Balletmester og Balletkomponist.
bournonville	matchet_person_men_beskrivelse_afviger	PerXI01023	Bournonville	Augusta	1831	1906	Datter af August B., Balletdanserinde, g. 1852 m. Mandrup Peter Tuxen. III 130. — Se ogsaa: Tuxen, Augusta. Bournonville, Charlotte (1832-1911), Datter af August B., Operasangerinde ved Det kgl. Teater.	V:144;V:381;VI:12;VI:119;VI:127;VI:130;VI:194;VI:206;VI:256;VI:258;VI:259;VI:280;VI:281;VII:206;VII:244;VIII:23;VIII:33;VIII:34;VIII:216;IX:66;IX:144;IX:198;X:437;X:442	Bournonville	Augusta	1831	1906	Datter af August B., Balletdanserinde, g. 1852 m. Mandrup Peter Tuxen.
bournonville	matchet_person_men_beskrivelse_afviger	PerXI01025	Bournonville	Frederikke	1817	1897	Søster til August B., g. 1845 m. residerende Kapellan i Asminderød, senere Sognepræst i Brønshøj C. O. Schmidt- Phiseldeck.	II:33	Bournonville	Frederikke	1817	1897	Søster til August B., g. 1845 m. residerende Kapellan i Asminderød, senere Sognepræst i Brønshøj C. O. Schmidt-Phiseldeck.
bournonville	kun_min	PerXI01028	Bournonville	Vilhelmine	1833	1908	Adoptivdatter af August B.	X:401;X:402					
bournonville	kun_xlsx								Bournonville	Charlotte	1832	1911	Datter af August B., Operasangerinde ved Det kgl. Teater.
brandis	kun_min	PerXI01077	Brandis	Dietrich	1821	1849	Søn af J.D.B., Privatsekretær hos Admiral Hans Dahlerup 1849.	VIII:387;VIII:388					
brandis	matchet_person_men_beskrivelse_afviger	PerXI01080	Brandis	Joachim Dietrich	1762	1845	Livlæge hos Dronning Marie Sophie Frederikke, Konferensraad. VI 305. Brandt (Konsulatsembedsmand?), Napoli 3.3.1841.	II:139	Brandis	Joachim Dietrich	1762	1845	Livlæge hos Dronning Marie Sophie Frederikke, Konferensraad.
brandt	kun_min	PerXI01081	Brandt				Paris 1863.	V:360;V:366					
brandt	kun_min	PerXI01082	Brandt				Skuespiller Chr. Schmidts Svoger.	VI:328					
brandt	matchet_person_men_beskrivelse_afviger	PerXI01083	Brandt	Alexander Hans Henrik	1806	1859	Kateket i Frederikssted, St. Croix, Sognepræst i Børglum 1858.	IV:347	Brandt	Alexander Hans Henrik	1806	1859	Kateket i Frederikssted, St. Groix, Sognepræst i Børglum 1858.
brandt	kun_min	PerXI01088	Brandt				C. (død 1895, 79 Aar gl.), Musikdirektør, Casino.	VI:9					
brandt	kun_min	PerXI01089	Brandt	Camilla Augusta, f. Bodenhoff	1820	1895	g. 1847 m. Alexander B., Enke 1859.	IV:347;IV:348;IV:349;IV:350					
brandt	kun_min	PerXI01092	Brandt				Frederik Christian (død 1839), Korist ved Det kgl. Teater 1820-25.	III:387					
brandt	matchet_person_men_beskrivelse_afviger	PerXI01095	Brandt				Nancy Mathilde (ved Folketællingen 1845: 22 Aar), i Huset hos Hofraadinde Charlotte Petersen, Augustenborg.	II:448	Brandt	Nancy Mathilde			(ved Folketællingen 1845: 22 år), i huset hos Hofraadinde Charlotte Petersen, Augustenborg.
brandt	matchet_person_men_beskrivelse_afviger	PerXI01096	Brandt				Rasmine Johanne, Husbestyrerinde paa Glorup.	VII:324;VIII:263	Brandt	Rasmine Johanne			Husbestyrerinde på Glorup.
brandt	matchet_person_men_beskrivelse_afviger	PerXI01098	Brandt	Theodor Otto Meley	1819	1863	Søn af Frederik Christian B., Lærer, privat dimitteret 1849 fra Jonstrup Seminarium, 1855 Lærer i Næsby paa Ourø.	III:387	Brandt	Theodor Otto Meley	1819	1863	Søn af Frederik Christian B., Lærer, privat dimitteret 1849 fra Jonstrup Seminarium, 1855 Lærer i Næsby på Ourø.
brandt	kun_xlsx								Brandt				(Konsulatsembedsmand?), Napoli 3.3.1841.
brandt	kun_xlsx								Brandt	C.		1895	Musikdirektør, Casino.
brandt	kun_xlsx								Brandt	Frederik Christian		1839	Korist ved Det kgl. Teater 1820–1825.
brask	kun_min	PerXI01106	Brask	Christen Johan Høeg	1834	1906	Ejer af Kjellerup, Svenstrup S., Randers Amt.	VI:245;VI:246					
brask	kun_min	PerXI01107	Brask	Hans	1464	1538	Biskop i Linkbping.	III:357;III:358					
brehm	matchet_person_men_beskrivelse_afviger	PerXI01131	Brehm				Amalie, f. Wachter, g. 1813 m. Chr.L.B.	II:405	Brehm	Amalie, f. Wachter			g. 1813 m. Chr.L.B.
brehm	kun_min	PerXI01132	Brehm	Christian Ludwig	1787	1864	Sognepræst i Renthendorf, Ornitolog (ikke Geolog!).	II:404;II:405					
brentano	kun_min	PerXI01142	Brentano	Georg	1775	1851	Storkøbmand i Frankfurt, Broder til Clemens B. og Bettina von Arnim.	III:168;III:169					
brienen van de groote lindt	kun_min	PerXI01150	Brienen van de Groote Lindt	Arnoud van, Baron	1839	1903	Søn af Ida v.d.G.L., Besidder af Dordsmondt, Stadt van het Haringsvliet, Clingendaal og Oosterbek.	VII:60;VII:61;VII:62;VII:63					
brienen van de groote lindt	kun_min	PerXI01152	Brienen van de Groote Lindt	Marie Niagara van, Baronesse, g. Baronesse van Tuyll van Serooskerken	1847	1903	g. 1865 m. Arnoud v.B.v.d.G.L.	VII:62;VII:63					
brockdorff	kun_min	PerXI01180	Brockdorff				»ved Jægerne 1848« (vist Misforstaaelse af HCA).	III:290					
brockdorff	matchet_person_men_beskrivelse_afviger	PerXI01181	Brockdorff				Frøknerne, Døtre af F.S.B.	VIII:141	Brockdorff	Frøknerne			Døtre af F.S.B.
brockdorff	kun_min	PerXI01184	Brockdorff	Heinrich Chr. Fr., Greve	1808	1880	Besidder af Kletkamp, Holsten.	I:126;I:127;I:128					
brockdorff	kun_xlsx								Brockdorff				»ved Jægerne 1848« (vist Misforstaaelse af H.C. Andersen).
brockenhuus	matchet_person_men_beskrivelse_afviger	PerXI01189	Brockenhuus	Laurids, til Egeskov og Bramstrup	1552	1604	Søn af Frands B., Lensmand paa Nyborg.	II:291;II:293	Brockenhuus	Laurids, til Egeskov og Bramstrup	1552	1604	Søn af Frands B., Lensmand på Nyborg.
brockenhuus	kun_min	PerXI01190	Brockenhuus	Rigborg	1579	1641	Datter af Laurids B.	II:292;II:293					
brockhaus	kun_min	PerXI01196	Brockhaus	Friedrich	1800	1865	Søn af F.A.B., Bogtrykker i Leipzig.	III:274;III:275					
brockhaus	matchet_person_men_beskrivelse_afviger	PerXI01200	Brockhaus	Marie	1828	1899	Datter af Heinrich B., g. 1850 m. Kreissteuerrath Albert Juderich. II 264 416. — Se ogsaa: Juderich, Marie. Brockhaus, Ottilie, f. Wagner (1811-83), Søster til Richard Wagner, g.m. Hermann B.	III:62;IV:69	Brockhaus	Marie	1828	1899	Datter af Heinrich B., g. 1850 m. Kreissteuerrath Albert Juderich.
brockhaus	kun_xlsx								Brockhaus	Ottilie, f. Wagner	1811	1883	Søster til Richard Wagner, g.m. Hermann B.
brockner	kun_min	PerXI01203	Brockner	se: Brøchner, C. M. Brodersen, Charlotte, f. Hornemann	1812	1859	Datter af J. W. Hornemann, g. 1839 m. J.P.B.B. IV 359. — Se ogsaa: Hornemann, Charlotte. Brodersen, Georg (1819-1908), Balletdanser og Danseiærer.	VIII:49;IX:182;IX:186;IX:191					
bruhn	kun_min	PerXI01225	Bruhn	Anders	1778	1856	Biskop over Gdteborg Stift, teol.dr.	III:298;III:299					
bruhn	kun_min	PerXI01229	Bruhn	Frederik L. C.	1827		kgl. Skovfoged.	IX:311					
bruhn	kun_xlsx								Bruhn	Frederik L. C.	1827		kgl. Skovfoged.
bueck	kun_min	PerXI01310	Bueck	Anne Clémy (kaldet Marthe), f. Rousse, g.m. Forretningsmand i Konigsberg Henri Auguste B., Svigermoder til Konsul Eduard Kirstein	1835	1899	i Bordeaux.	VIII:89					
bueck	kun_xlsx								Bueck	Anne Clémy (kaldet Marthe), f. Rousse			g.m. Forretningsmand i Königsberg Henri Auguste B., Svigermoder til Konsul Eduard Kirstein (1835–1899) i Bordeaux.
bull	kun_min	PerXI01314	Bull				»to unge Frøkner fra Norge«, Rørby Præstegaard 24.5.1850.	III:389					
bull	kun_min	PerXI01316	Bull	Anders Sandøe Ørsted	1817	1907	Søn af Albertine B., norsk Generalkrigskommissær, Christiania.	IX:125;IX:128					
bull	kun_min	PerXI01317	Bull	Bodil Dorothea, f. Holst	1826	1903	Søsterdatter af H. C. Ørsted, g. 1867 m. Georg Albert B.	IX:166					
bull	kun_min	PerXI01318	Bull	Caroline Elisabeth, f. Dahl	1822	1894	Datter af J. C. Dahl, g.m. Generalkrigskommissær Anders Sandøe Ørsted B.	IV:165;IX:125;IX:128					
bull	kun_min	PerXI01319	Bull	Georg Albert	1827	1913	fhv. Kapellan i Lindaas, Afsked 1870, boede i København til 1903.	IX:166					
bull	kun_min	PerXI01320	Bull	Georg Jacob	1849	1916	Søn af A.S.Ø.B., cand. jur. 1870, senere Justitiarius i Overretten i Christiania.	IX:125					
bull	kun_min	PerXI01321	Bull	Johan Chr. Dahl	1850	1895	Søn af A.S.Ø.B., Student 1869, senere kgl. Fuldmægtig i Christiania.	IX:125					
bull	kun_min	PerXI01322	Bull	Johanne (Hanne)	1809	1886	Datter af Albertine B.	IX:125;IX:134					
bull	kun_min	PerXI01323	Bull	Ole	1810	1880	norsk Violinvirtuos.	II:253;II:377;III:139;III:140;III:146;IV:4;IV:14;IV:15;IV:470;VII:7;VII:8;VII:10;VII:11;VII:12;VII:13;VII:14;VII:17;VII:18					
bull	kun_min	PerXI01324	Bull	Sofie	1811	1886	Datter af Albertine B.	IX:125;IX:134					
bull	kun_min	PerXI01325	Bull	Søren Christian Ørsted	1810	1893	Søn af Albertine B., Ekspeditionssekretær i Armédepartementet i Christiania.	IX:121;IX:122;IX:124;IX:125;IX:128;IX:134					
bull	kun_xlsx								Bull				»to unge Frøkner fra Norge«, Rørby Præstegaard 24.5.1850.
bulow	kun_min	PerXI01356	Bülow				Væddeløbene paa Augustenborg 22.9.1844.	II:443					
bulow	matchet_person_men_beskrivelse_afviger	PerXI01357	Bülow				Frue, Dresden (München 27.6. 1852).	IV:105	Bülow	Frue			Dresden (München 27.6.1852).
bulow	matchet_person_men_beskrivelse_afviger	PerXI01358	Bülow	Bernhard	1815	1879	Chargé d'affaires ved Hansestæderne, 1850 dansk Gesandt ved Forbundsdagen i Frankfurt, Afsked 1862, derefter i tysk Tjeneste; Kammerherre 1847, Gehejmekonferensraad 1862.	III:188;III:189;III:276;IV:123;IV:185;IV:271;IV:301	Bülow	Bernhard	1815	1879	Charge d’affaires ved Hansestæderne, 1850 dansk Gesandt ved Forbundsdagen i Frankfurt, Afsked 1862, derefter i tysk Tjeneste; Kammerherre 1847, Gehejmekonferensraad 1862.
bulow	kun_min	PerXI01362	Bülow	Frederik	1812	1883	Søn af Sophie Eleonora B., Sekondløjtnant ved Kongens Regiment, senere Kaptajn I.	I:114					
bulow	matchet_person_men_beskrivelse_afviger	PerXI01363	Bülow	Frederikke (Friede), f. Riegels	1825	1911	Datter af H. C. Riegels, g. 1851 m. Johan B. IV 123. VI 94 168. VII 346. — Se ogsaa: Riegels, Frederikke. Bülow, Hans von (1830-94), tysk Pianist og Dirigent.	V:131	Bülow	Frederikke (Friede), f. Riegels	1825	1911	Datter af H. G. Riegels, g. 1851 m. Johan B.
bulow	matchet_person_men_beskrivelse_afviger	PerXI01364	Bülow	Johan	1814	1890	Kaptajn af Generalstaben, 1848 Major og dansk Militærkommissiær ved det svenske Hjælpekors paa Fyn, 1852-57 Oberst og dansk Militærbefuldmægtiget ved den tyske Forbundsdag i Frankfurt, 1857 Gesandt ved Hofferne i Hannover, Oldenburg, Mecklenburg-Schwerin og Mecklenburg-Strelitz og dansk Repræsentant ved Hansestæderne, 1862-64 i Wien, 1865-80 i London, 1858 Generalmajor a la suite, 1865 Generalløjtnant, Kammerherre 1844.	III:287;IV:122;IV:123;IV:185;IV:186;VI:94;VI:168;VII:324;IX:73	Bülow	Johan	1814	1890	Kaptajn af Generalstaben, 1848 Major og dansk Militærkommissiær ved det svenske Hjælpekors på Fyn, 1852–1857 Oberst og dansk Militærbefuldmægtiget ved den tyske Forbundsdag i Frankfurt, 1857 Gesandt ved Hofferne i Hannover, Oldenburg, Mecklenburg-Schwerin og Mecklenburg-Strelitz og dansk Repræsentant ved Hansestæderne, 1862–1864 i Wien, 1865–1880 i London, 1858 Generalmajor a la suite, 1865 Generalløjtnant, Kammerherre 1844.
bulow	kun_min	PerXI01368	Bülow	Sophie Wilhelmine, f. Hasle	1819		Søsterdatter af Birgitte Ørsted, g. 1842 m. Franz B., skilt.	VI:68					
bulow	kun_xlsx								Bülow				Væddeløbene på Augustenborg 22.9.1844.
bulow	kun_xlsx								Bülow	Hans von	1830	1894	Tysk Pianist og Dirigent.
bulow	kun_xlsx								Bülow	Sophie Wilhelmine, f. Hasle	1819		Søsterdatter af Birgitte Ørsted, g. 1842 m. Franz B., skilt.
bunger	kun_min	PerXI01370	Bünger	Johan Diderik	1803	1883	Gartner paa Bregentved.	X:295;X:296					
buntzen	matchet_person_men_beskrivelse_afviger	PerXI01332	Buntzen	Andreas	1811	1880	lic. med., 1844 Lektor i Kirurgi ved Københavns Universitet, 1853-72 Professor, 1854- 66 Overkirurg ved Frederiks Hospital, Etatsraad 1869.	II:320;II:323;II:332;II:333;II:334;II:338;II:339;II:346;II:347;II:349;II:350;II:351;II:353;II:356;II:358;II:361;II:362;II:363;II:378;II:427;III:425;III:426;III:427;VI:58;VI:340;VII:219;X:475	Buntzen	Andreas	1811	1880	lic. med., 1844 Lektor i Kirurgi ved Københavns Universitet, 1853–1872 Professor, 1854–1866 Overkirurg ved Frederiks Hospital, Etatsraad 1869.
buntzen	kun_min	PerXI01336	Buntzen	Georg	1816	1847	Læge.	V:396;V:397					
burdett-coutts	kun_min	PerXI01342	Burdett-Coutts	Angela	1814	1907	engelsk Filantrop.	III:265;IV:242;IV:243;IV:246;IV:247;IV:251;X:315					
caliari	kun_min	PerXI01420	Caliari	Gabriele	1560	1631	italiensk Maler, Søn af Paolo Veronese.	I:400					
cambiaso	kun_min	PerXI01429	Cambiaso	Luca	1527	1585	italiensk Maler.	II:103					
capo d'istria	kun_min	PerXI01447	Capo d'Istria	Johannes Antonio	1776	1831	græsk Statsmand.	I:414					
carriere	kun_min	PerXI01476	Carriere	Moritz	1817	1895	tysk Filosof og Æstetiker, 1853 Professor i München.	X:128;X:129					
carus	kun_min	PerXI01492	Carus		1817	1891	Søn af C.G.C., Dresden 10.8.1858 (enten Lægen Albert Gustav C. eller Kemikeren August Wolfgang C. (1824-59)).	IV:322					
carus	kun_min	PerXI01493	Carus	Frøknerne, Døtre af Carl Gustav C. (Marianne Albertine	1814	1868	og Caroline Cäcilie (1819-95)).	V:110					
carus	kun_xlsx								Carus				Søn af C.G.C., Dresden 10.8.1858 (enten Lægen Albert Gustav C. (1817–1891) eller Kemikeren August Wolfgang C. (1824–1859)).
carus	kun_xlsx								Carus	Frøknerne			Døtre af Carl Gustav C. (Marianne Albertine (1814–1868) og Caroline Cäcilie (1819–1895)).
castillien	kun_min	PerXI01546	Castillien	Pedro I, den Grusomme, Konge af —	1334	1369	Konge 1350.	V:300					
cederfeld de simonsen	kun_min	PerXI01570	Cederfeld de Simonsen	Carl	1782	1853	Borgmester i Kalundborg, Justitsraad.	II:258;II:259					
cederfeld de simonsen	kun_min	PerXI01571	Cederfeld de Simonsen	Charlotte, f. Koefoed	1805	1893	g. 1835 m. Carl C. de S.	II:258;II:259					
cherbuliez	kun_min	PerXI01602	Cherbuliez	Victor	1829	1899	schweizisk Forfatter, Brodersøn af J. C.	IV:430;IV:431					
christiansen	matchet_person_men_beskrivelse_afviger	PerXI01646	Christiansen	Christian	1843	1917	opvokset paa Holmsland, Elev paa Staby Højskole, Student 1861, 1886-1912 Professor i Fysik ved Københavns Universitet.	IV:339	Christiansen	Christian	1843	1917	opvokset på Holmsland, Elev på Staby Højskole, Student 1861, 1886–1912 Professor i Fysik ved Københavns Universitet.
christiansen	kun_min	PerXI01648	Christiansen	Eduard	1831	1884	Løjtnant i Søetaten, senere Kommandør.	VII:85;VII:86;VII:87;VII:88;VII:89;VII:90;VII:91					
cicero	kun_min	PerXI01655	Cicero	Marcus Tullius	106	143	romersk Statsmand og Forfatter. I 13 20 24 221 310-11 364. H 135.	IV:97					
cicero	kun_xlsx								Cicero	Marcus Tullius	-106	-43	romersk Statsmand og Forfatter.
clasen	kun_min	PerXI01663	Clasen	Laura, f. Nysted	1827	1873	Søster til H. E. E. Nysted, g. 1849 m. norsk Læge Anton Vilhelm C.	VI:117;VI:263;VII:20					
clavaud	kun_min	PerXI01678	Clavaud	Armand (1828-efter 1889), fransk Botaniker, Bordeaux, Professor 1874. VII 87. demens III (død 1191), Pave 1187. I 402. Clemens VII	1477	1534	Pave 1523. I 400. demens VIII (1536-1605), Pave 1592. I 304. demens XII (1652-1740), Pave 1730. III 83. demens XIII (1693-1769), Pave 1758. I 393. demens XIV (1705-74), Pave 1769.	II:88					
clavaud	kun_xlsx								Clavaud	Armand			Fransk Botaniker, Bordeaux, Professor 1874.
colbiørnsen	kun_min	PerXI01696	Colbiørnsen	Olivia	1795	1877	Datter af Engelke C., Hofdame hos Kronprinsesse Caroline, g. 1825 m. Frederik v. d. Maase. X 330-31. — Se ogsaa: Maase, Olivia von der. Colchrane, Charles (død 1855, 48 Aar gl.), engelsk Forfatter, Parlamentskandidat i Westminster ved Valget 1847.	III:237					
collet	kun_min	PerXI01705	Collet	Emilie Henriette, f. Rørbye	1805	1868	Enke efter Godsejer Bernt Anker C., Lundbygaard.	V:387					
collet	kun_xlsx								Collet	Emilie Henriette, f. Rørbye	1808	1868	Enke efter Godsejer Bernt Anker C., Lundbygaard.
colloredo-mansfeld	kun_min	PerXI01735	Colloredo-Mansfeld	Hieronymus, Greve	1775	1822	østrigsk Felttøjmester.	I:496;I:497					
cornelius	kun_min	PerXI01767	Cornelius	Søster til Peter v. C., Berlin 1845 (enten Henriette (Jette)	1786	1855	eller Maria Anna (Marianne) (1790-1859)).	III:36					
cornelius	kun_min	PerXI01768	Cornelius				Gertruda von, f. Fervatini (død 1859), g. 1835 m. Peter von C.	II:63					
cornelius	kun_xlsx								Cornelius				slesvigholstensk Advokat, Heidelberg 28.8.1855.
cornelius	kun_xlsx								Cornelius				Søster til Peter v. C., Berlin 1845 (enten Henriette (Jette) (1786–1855) eller Maria Anna (Marianne) (1790–1859)).
cornelius	kun_xlsx								Cornelius	Gertruda von, f. Fervatini		1859	g. 1835 m. Peter von G.
cossel	kun_min	PerXI01775	Cossel	Carl Eduard von	1807	1872	Hofchef hos Hertug Christian August af Augustenborg.	II:276;II:440					
courlander	kun_min	PerXI01786	Courlånder	Bernhard	1815	1898	Broder til Anthon C., Klavervirtuos, død som Professor ved Peabody-Konservatoriet i Baltimore.	I:137;I:138;I:139					
cæsar	kun_min	PerXI01821	Cæsar	Gaius Julius	100	144	romersk Statsmand, Feltherre og Forfatter.	I:165;II:54;VII:282					
cæsar	kun_xlsx								Cæsar	Gaius Julius	-100	-44	romersk Statsmand, Feltherre og Forfatter.
d'israeli	kun_min	PerXI02081	D'Israeli	Benjamin	1804	1881	engelsk Statsmand og Forfatter, 1876 Jarl af Beaconsfield.	III:209;III:223					
dahl	kun_min	PerXI01830	Dahl				Glorup 1856 (Siegwald?).	IV:234					
dahl	matchet_person_men_beskrivelse_afviger	PerXI01832	Dahl	Constance Maria, f. Døderlein	1817	1897	. g. 1847 m. Fr.C.B.D.	VII:263	Dahl	Constance Maria, f. Døderlein	1817	1897	g. 1847 m. Fr.C.B.D.
dahl	kun_min	PerXI01833	Dahl	Dagmar	1849		Datter af Johan D.	IX:115;IX:177;IX:190					
dahl	matchet_person_men_beskrivelse_afviger	PerXI01835	Dahl	Fr. C. B.	1822	1920	Rektor for Slagelse Realskole, Folketingsmand 1876-92, tit. Professor 1891.	VII:263	Dahl	Fr. C. B.	1822	1920	Rektor for Slagelse Realskole, Folketingsmand 1876–1892, tit. Professor 1891.
dahl	kun_min	PerXI01836	Dahl	Hans	1830	1921	Broder til Fr. C. B. D., Kateket og Overlærer i Svendborg 1865, 1873 Sognepræst i Skorup og Tvilum, senere i Keldby paa Møn, Sprogforsker og Sprogrenser.	VIII:425;VIII:426					
dahl	kun_min	PerXI01838	Dahl	Ida Andrea Augusta	1851		Datter af William D., g. 1892 m. Otto Vilhelm Bennet.	VI:250					
dahl	kun_xlsx								Dahl				Glorup 1856 (Siegwald?).
dahl	kun_xlsx								Dahl	Dagmar	1849		Datter af Johan D.
dahl	kun_xlsx								Dahl	Ida Andrea Augusta	1851		Datter af William D., g. 1892 m. Otto Vilhelm Bennet.
danmark	matchet_person_men_beskrivelse_afviger	PerXI01879	Danmark				Kongehuset, Kongefamilien.	VII:189;VIII:455;X:139;X:286;X:314;X:360;X:385;X:436;X:439;X:441	Danmark	Kongehuset, Kongefamilien			
danmark	matchet_person_men_beskrivelse_afviger	PerXI01880	Danmark	Alexandra, Prinsesse af —	1844	1925	Datter af Christian IX af D., g. 1863 m. Prins Edward af Wales (Edward VII). IV 472. V 19 130 155 269 323 338 369-71. — Se ogsaa: Wales, Alexandra, Prinsesse af. Danmark, Berengaria (Bengerd), Dronning af -, f. Prinsesse af Portugal (død 1221), g. 1214 m. Valdemar II Sejr af D.	II:285	Danmark	Alexandra, Prinsesse af –	1844	1925	Datter af Christian IX af D., g. 1863 m. Prins Edward af Wales (Edward VII).
danmark	matchet_person_men_beskrivelse_afviger	PerXI01883	Danmark	Caroline Amalie, Prinsesse af -, f. Prinsesse af Slesvig-Holsten-Sønderborg-Augustenborg	1796	1881	Datter af Frederik Christian af Augustenborg, g. 1815 m. Prins Christian (VIII) af D., Dronning 1839, Enkedronning 1848. I 499. II 326 359 422 424-25 427-32 434-35 441. III 1 7 10 12 33 188 336. IV 2 4-5 8 21 102 139 202 231 269 285 335. V457 11 12 18 26 129 130 133 143 145 148 149 383 385 426.	VI:29;VI:80;VI:82;VI:83;VI:84;VI:92;VI:196;VI:201;VI:204;VI:207;VI:217;VI:218;VI:266;VI:339;VII:9;VII:18;VII:248;VII:251;VII:252;VII:261;VII:311;VII:389;VII:390;VIII:1;VIII:152;VIII:158;VIII:159;VIII:161;VIII:255;VIII:261;VIII:343;VIII:344;VIII:347;VIII:369;VIII:389;VIII:426;VIII:430;VIII:435;IX:25;IX:32;IX:171;IX:173;IX:175;IX:194;IX:195;IX:223;IX:242;IX:243;IX:304;IX:361;IX:363;IX:364;IX:366;IX:367;IX:368;IX:369;IX:371;IX:373;IX:377;IX:379;IX:381;X:59;X:67;X:114;X:236;X:310;X:314;X:316;X:396;X:428;X:429;X:436;X:439;X:440	Danmark	Caroline Amalie, Prinsesse af –, f. Prinsesse af Slesvig-Holsten-Sønderborg-Augustenborg	1796	1881	Datter af Frederik Christian af Augustenborg, g. 1815 m. Prins Christian (VIII) af D., Dronning 1839, Enkedronning 1848.
danmark	matchet_person_men_beskrivelse_afviger	PerXI01887	Danmark	Christian II, Konge af —	1481	1559	Konge 1513-23.	I:151;II:15;II:268;II:437;II:438;II:442;III:124;III:340;III:379;IV:27;IV:234;IV:380;VI:134;VIII:381	Danmark	Christian II, Konge af –	1481	1559	Konge 1513–1523.
danmark	matchet_person_men_beskrivelse_afviger	PerXI01892	Danmark	Christian (IX), Prins af —	1818	1906	Konge 1863. IV 471 472. V 8 19 130 148 149 150 155 160 370 382-83 395 428-33 437 449-50. VI 1 7 12 14 16 32 33 36 40 46 48 59 76-77 86 87 104 118 120 125-27 129 131 163 194 195 197 203 208 228 230 284 307 316 317-19 326 330 347. VII 18 19 77 78 188-90 191 208 215 248-49 254 255 257 262 277 291 293 304-06 383 384 385 389. VIII 1 8 28 37 38 42 47-48 49 50 106 108 129 150 158 159 161 163 164 169 170 186 195-96 198 211 219 231 232 236 253-54 294 312 313 343 345 346 350 351 353 354 356 373 378 380 386 409 426 427 434-35 455 459. IX 2-3 8 31 35 41 43 44-45 54 66 154 167-68 175 253 302 306 316 326 363-65 366 367-68 370 372-73 376-79. X 30 34-36 39 44 45 49 51-52 57 60 61 62-63 64 66 84 111 127 139-40 149 199 202 218 227 232-33 236 237- 38 242-43 258 289 297 303 312 314- 15 330 341 349 356 371 372 376 378 384 396 406 414-15 417 421 424-26 431 432 440 446 468. — Se ogsaa: Glucksborg, Christian, Prins af -. Danmark, Christian (X), Prins af — (1870-1947), Søn af Frederik (VIII) af D., Kronprins 1906, Konge 1912.	VIII:416;VIII:426;VIII:444;VIII:445;IX:147;IX:175;IX:180;IX:181;IX:200;IX:230;X:62;X:238;X:314;X:374;X:377;X:406	Danmark	Christian (IX), Prins af –	1818	1906	Konge 1863.
danmark	kun_min	PerXI01894	Danmark				Dagmar, Dronning af -, f. Prinsesse af Bøhmen (død 1212), g. 1205 m. Valdemar II Sejr af D.	II:285					
danmark	matchet_person_men_beskrivelse_afviger	PerXI01895	Danmark	Dagmar, Prinsesse af —	1847	1928	Datter af Christian IX af D., g. 1866 m. Storfyrst Alexander Alexandrovié (Alexander III). V 130 323. VI 12 126 133-34 138 208 209 215 216. VII 18 188-90 205 369. — Se ogsaa: Rusland, Dagmar (Maria Feodorovna)		Danmark	Dagmar, Prinsesse af –	1847	1928	Datter af Christian IX af D., g. 1866 m. Storfyrst Alexander Alexandrovič (Alexander III).
danmark	matchet_person_men_beskrivelse_afviger	PerXI01904	Danmark	Frederik (VII), Kronprins af —	1808	1863	Konge 1848. II 106 269. III 5 364 411 424. IV 2-3 10 11 13 17 21 36 37 38 196 247 372 377 426 449. V 4 6 44 118 127 146-49 151 154 183 383-84 415 427-28 434-36 441 444-48 450-51. VI 32 84 88 111 131 152 153 211-13 257 281. VII 40 202 225-26 381. VIII 305 455. IX 103 278. X 59 163 166 423 (Æresborger i Odense)		Danmark	Frederik (VII), Kronprins af –	1808	1863	Konge 1848.
danmark	kun_min	PerXI01910	Danmark	Louise, Dronning af -, f. Prinsesse af Storbritannien	1724	1751	g. 1743 m. Kong Frederik V af D.	IX:235;IX:236					
