entity_id,label,matched_form,nationality_key,nationality_label,category,position_index,position_type,match_type,referent_hint,description
Reg0089730,"Masters, Julia, Miss",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Forfatterinde, Paris 26.4.1867."
Reg0089740,"Mathews, Charles (1776–1835)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Skuespiller.
Reg0089760,"Mathiasen, N. C. (død 1889, 67 år gl.)",Dansk,dansk,Dansk,national,0,leading,single,subject,Dansk Vicekonsul i Gibraltar 1852.
Reg0089790,"Mathiesen, Haagen (1759–1842)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Finansmand, Generalkrigskommissær."
Reg0089800,"Mathiesen, Haagine (1797–1857)",norsk,norsk,Norsk,national,6,embedded,single,possible_relation,"Datter af Haagen M., g. 1835 m. norsk Premierløjtnant, senere Kaptajn og Kammerherre Axel Krefting."
Reg0089940,"Maurer, August Wilhelm (1792–1864)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespiller, fra 1831 i Stuttgart."
Reg0089950,"Maxentius, Marcus Aurelius (død 312)",romersk,romersk,Romersk,historical_polity,0,leading,single,subject,romersk Kejser 306.
Reg0089970,"Maxse, Henry F. B.",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Major, Guvernør over Helgoland."
Reg0090020,"Mayer, K. A. (1808–1894)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Forfatter, ansat ved det højere Skolevæsen i Oldenburg (Gymnasiet) 1839–1851."
Reg0090030,"Mayer, Balthasar",Bayersk,bayersk,Bayersk,german_state,0,leading,single,subject,"Bayersk Smed i Kochel (siges at have levet 1644–1705, er muligvis en Sagnfigur), Sønnerne hed Lorenz (død 1705) og Paul (død 1705)."
Reg0090080,"Meddlhammer, Albin von (1779–1838)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Skuespilforfatter (Albini).
Reg0090090,"Medici, Catarina af – (1519–1589)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Dronning, g. 1533 m. Kong Henri II af Frankrig."
Reg0090110,"Méhul, Étienne-Nicolas (1763–1817)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Komponist.
Reg0090230,"Meinhold, Carl Anton (1819–?)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Skuespiller.
Reg0090240,"Meinich, Jørgen (1820–1911)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Bruks- og Fabrikejer, Direktør for Norges Hypotekbank, 1872 Norges Kommissær ved Industriudstillingen i København."
Reg0090350,"Melanchton, Philip (1497–1560)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Kirkereformator.
Reg0090870,"Mélingue, Étienne Marin, kaldet — (1807–1875)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Skuespiller.
Reg0090880,"Mélingues, Rosalie-Théodorine (1813–1886)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Skuespillerinde.
Reg0090890,"Mellin, G. H. (1803–1876)",svensk,svensk,Svensk,national,13,embedded,single,unclear,"Pastorsadjunkt og Vice-Komminister ved Klara Kirke i Stockholm, 1851 Sognepræst i Norra Vrams, Skåne, svensk Forfatter."
Reg0090920,"Mendelssohn-Bartholdy, Felix (1809–1847)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Komponist.
Reg0090940,"Mengs, Raphael (1728–1779)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Maler.
Reg0090970,"Mensjikov, Alexander Sergejevitj, Fyrste (1787–1869)",russisk,russisk,Russisk,national,0,leading,single,subject,"russisk General, Admiral og Statsmand, Marineminister 1837, Øverstkommanderende 1854–1855 i Krim-krigen."
Reg0090980,"Menzel, Wolfgang (1798–1873)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
Reg0090990,"Mercadante, Saverio (1797–1810)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Operakomponist.
Reg0091010,Merrel,Amerikansk,amerikansk,Amerikansk,national,0,leading,single,subject,"Amerikansk Familie, bor i Hotel Royal April-Maj 1870."
Reg0091080,"Metastasio, Pietro (1698–1782)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Digter.
Reg0091130,"Metternich, Clemens Wolff gen. von –, Friherre (1803–1872)",preussisk,preussisk,Preussisk,german_state,0,leading,single,subject,preussisk Regierungs-Vice-Präsident i Potsdam.
Reg0091140,"Metternich, Klemens, Fyrste af – (1773–1859)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Udenrigsminister 1809–1848.
Reg0091150,"Metternich, Philip Wolff gen. von –, Friherre (1842–1900)",preussisk,preussisk,Preussisk,german_state,9,embedded,single,unclear,"Søn af Clemens W.v.M., senere Godsejer og preussisk Kammerherre."
Reg0091170,"Metternich-Winneburg, Richard, Fyrste af – (1829–1895)",østrigsk,østrigsk,Østrigsk,national,4,embedded,single,possible_relation,"Søn af Klemens M., østrigsk Gesandt i Paris 1859–1870."
Reg0091310,"Meyer, Catherine (Kate), f. Baronesse de Bretton (1831–1900)",engelsk,engelsk,Engelsk,national,3,embedded,single,possible_relation,"g. 1 ° m. Købmand, engelsk Konsul på St. Thomas William Joseph Emerson, 2° 1870 m. Wilhelm M."
Reg0091390,"Meyer, Friedrich Rudolph (1807–1882)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Maler, Dresden 1860."
Reg0091410,"Meyer, Johann (1829–1904)",plattysk,plattysk,Plattysk,ethnolinguistic,5,embedded,single,unclear,"Direktør for Idiot-Anstalten i Kiel, plattysk Digter."
Reg0091440,"Meyer, Joseph (1796–1856)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Forlagsboghandler, Grundlægger af Bibliographisches Institut."
Reg0091550,"Meyerbeer, Giacomo (1791–1864)",tyskfransk (part: tysk),tysk,Tysk,national,0,leading,solid_compound,subject,tyskfransk Komponist.
Reg0091550,"Meyerbeer, Giacomo (1791–1864)",tyskfransk (part: fransk),fransk,Fransk,national,0,leading,solid_compound,subject,tyskfransk Komponist.
Reg0091580,"Meyn, Ludwig (1820–1878)",holstensk,holstensk,Holstensk,border_region,0,leading,single,subject,"holstensk Geolog og Mineralog, dr.phil. 1844, Studieophold i København (Ørsted, Forchhammer) og Berlin 1845–1856, Gymnasielærer og Privatdocent i Kiel 1846, senere Fabrikant, Landøkonom."
Reg0091610,"Miaulis, Andreas (ca. 1770–1835)",græsk,græsk,Græsk,national,0,leading,single,subject,græsk Frihedskæmper og Søhelt.
Reg0091620,"Michaéli, Louise (1830–1875)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Operasangerinde.
Reg0091660,"Michel, Francisque (1809–1887)",fransk,fransk,Fransk,national,7,embedded,single,unclear,"Professor ved Faculté des Lettres i Bordeaux, fransk Kulturhistoriker og Litteraturhistoriker."
Reg0091670,Michel,fransk,fransk,Fransk,national,4,embedded,single,possible_relation,"Søn af Francisque M., fransk Ingeniør og Opfinder."
Reg0091690,Michelangelo Buonarroti (1475–1564),Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Billedhugger, Maler og Arkitekt."
Reg0091710,"Michelsen, A. L. J. (1801–1881)",slesvigsk,slesvigsk,Slesvigsk,border_region,0,leading,single,subject,"slesvigsk Historiker og Politiker, 1842 Professor i Jena, Geheimejustizrat."
Reg0091840,"Middelthun, J. O. (1820–1886)",Norsk,norsk,Norsk,national,0,leading,single,subject,Norsk Billedhugger.
Reg0091850,"Mieris, Frans van, den Ældre (1635–1681)",Hollandsk,hollandsk,Hollandsk,national,0,leading,single,subject,Hollandsk Maler.
Reg0091860,Mierzciewska,polsk,polsk,Polsk,national,0,leading,single,subject,"polsk Grevinde, Paris 23.3.1843."
Reg0091870,"Migliorati, Giovanni Antonio",italiensk,italiensk,Italiensk,national,1,embedded,single,unclear,"Marchese, italiensk Chargé d’affaires i København 1861."
Reg0091890,"Milanollo, Maria (1832–1848)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Violinvirtuos.
Reg0091900,"Milanollo, Teresa (1827–1904)",italiensk,italiensk,Italiensk,national,4,embedded,single,possible_relation,"Søster til Maria M., italiensk Violinvirtuos."
Reg0091910,"Milbank, Alice F.",skotsk,skotsk,Skotsk,national,0,leading,single,subject,skotsk Oversætterinde af H.C. Andersens »Dryaden« m.m.
Reg0091940,"Milion de Verteville, Erneste",fransk,fransk,Fransk,national,1,embedded,single,unclear,"Greve, fransk Legationssekretær i København 1872."
Reg0091950,"Milnes, Richard Monckton (fra 1863: Lord Houghton) (1809–1885)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Digter og Politiker.
Reg0091980,"Minckwitz, Johannes (1812–1885)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter og Oversætter.
Reg0092050,"Mink, Therese, f. Schweidtzer (1812–1881)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Operasangerinde og Skuespillerinde.
Reg0092100,"Mittermaier, Karl Josef Anton (1787–1867)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Jurist og Rejsebogsforfatter, Gehejmeraad."
Reg0092150,"Moe, Jørgen (1813–1882)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Eventyrsamler og Digter, Sognepræst i Drammen 1863, i Vestre Aker ved Christiania 1870, Biskop i Christianssand 1875."
Reg0092160,"Moe, Olefine (1850–1933)",Norsk,norsk,Norsk,national,0,leading,single,subject,Norsk Operasangerinde og Sangpædagog.
Reg0092170,"Mohr, Johann (1808–1843)",holstensk,holstensk,Holstensk,border_region,0,leading,single,subject,holstensk Landskabsmaler.
Reg0092180,"Mohrenheim, Arthur von, Baron (1824–1906)",russisk,russisk,Russisk,national,0,leading,single,subject,"russisk Diplomat, Gesandt i København 1867–1882."
Reg0092200,"Moir, David Macbeth (1798–1851)",skotsk,skotsk,Skotsk,national,0,leading,single,subject,"skotsk Forfatter, Læge i Musselburgh."
Reg0092210,"Moland, Louis (1824–1899)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Litteraturhistoriker.
Reg0092220,"Molard, Victor",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Skribent, i 1870'erne Sproglærer i København, har leveret den franske Oversættelse af »Historien om en Moder« i Udgaven 1875 på 15 Sprog."
Reg0092220,"Molard, Victor",franske,fransk,Fransk,national,10,embedded,single,possible_institution,"Fransk Skribent, i 1870'erne Sproglærer i København, har leveret den franske Oversættelse af »Historien om en Moder« i Udgaven 1875 på 15 Sprog."
Reg0092250,"Molbech, Chr. K. F. (1821–1888)",Dansk,dansk,Dansk,national,6,embedded,single,possible_relation,"Søn af C.M., Professor i Dansk i Kiel 1853–1864, Censor ved Det kgl. Teater 1871–1881, Digter og Oversætter."
Reg0092310,"Moliere, Jean Baptiste Poquelin kaldet - (1622–1673)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Digter.
Reg0092320,"Molin, Johan Peter (1814–1873)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Billedhugger.
Reg0092390,"Moltke, Adam Gottlob, Greve (1792–1868)",københavnske,københavnsk,Københavnsk,regional_danish,3,embedded,single,possible_institution,"Administrator ved det københavnske T allotteri (»Lotto-Moltke«), Kammerherre, Ejer af Lyngebæksgaard, Karlebo S."
Reg0092490,"Moltke, Carl, Greve (1798–1866)",slesvig-holsten-lauenburgske,holstenlauenborgsk,Holsten-lauenborgsk,border_region,8,embedded,fixed_compound,possible_institution,"Besidder af Nütschau og Assiden, Præsident for det slesvig-holsten-lauenburgske Kancelli 1846, Gehejmestatsminister 1848, Minister for Slesvig 1852–1854, Minister uden Portefeuille 1864–1865, Gehejmekonferensraad 1848."
Reg0092560,"Moltke (-Lystrup), Christian, Greve (1833–1918)",danske,dansk,Dansk,national,10,embedded,single,possible_institution,"Søn af A.W.M., cand. polit. 1856, 1856–1859 Attaché ved det danske Gesandtskab i London, Besidder af Lystrup og Jomfruens Egede, Landstingsmand 1875–1917, Kammerherre 1865, Gehejmekonferensraad 1911."
Reg0092620,"Moltke, Frederik (Fritz), Greve (1825–1875)",danske,dansk,Dansk,national,12,embedded,single,possible_institution,"Søn af A.W.M., Student 1842, 1848 Volontør i Udenrigsministeriet, 1850–1855 Attaché ved det danske Gesandtskab i London, 1864 Lensgreve og Besidder af Grevskabet Bregentved, 1875 Udenrigsminister."
Reg0092660,"Moltke, Gustav Carl (1806–1887)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespiller ved Hofteatret i Oldenburg 1833, Direktør sst. 1856."
Reg0092670,"Moltke, Helmuth von, Greve (1800–1891)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Generalfeltmarskal.
Reg0092780,"Moltke, Ludvig, Lensgreve (1790–1864)",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Gesandt i Stockholm 1832, i Paris 1848–1856."
Reg0093130,"Moltke-Hvitfeldt, Olga, Komtesse (1870–1955)",preussisk,preussisk,Preussisk,german_state,7,embedded,single,possible_relation,"Datter af Wladimir M.-H., g. 1891 m. preussisk Oberst Egmont Polydor von Websky."
Reg0093140,"Moltke-Hvitfeldt, Wladimir, Greve (1834–1894)",svensk,svensk,Svensk,national,6,embedded,single,possible_relation,"Søn af A.G.M.-H., svensk Marineløjtnant, 1864 Premierløjtnant, 1865 Besidder af Qvesarum, 1867 Hofjægermester."
Reg0093170,"Monnier, Marc (1829–1885)",fransk-schweizisk (part: fransk),fransk,Fransk,national,0,leading,hyphen_compound,subject,"fransk-schweizisk Publicist og Skuespilforfatter, Professor ved Universitetet i Genève."
Reg0093170,"Monnier, Marc (1829–1885)",fransk-schweizisk (part: schweizisk),schweizisk,Schweizisk,national,0,leading,hyphen_compound,subject,"fransk-schweizisk Publicist og Skuespilforfatter, Professor ved Universitetet i Genève."
Reg0093240,"Monsigny, Pierre Alexandre (1729–1817)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Operakomponist.
Reg0093250,"Montanelli, Giuseppe (1813–1862)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Forfatter og Politiker.
Reg0093270,"Montgomery, Mrs.",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Beundrerinde 14.7.1847.
Reg0093280,"Monti, Gaetano (1776–1847)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Billedhugger.
Reg0093290,"Mood, S. A.",Amerikansk,amerikansk,Amerikansk,national,0,leading,single,subject,"Amerikansk Præst, Chappel Hill, Texas."
Reg0093300,"Moore, Thomas (1779–1852)",irsk,irsk,Irsk,national,0,leading,single,subject,irsk Digter.
Reg0093320,"Morellet, Joseph (død 1871)",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Konsul i Genova, Generalkonsul 1841–1868."
Reg0093340,"Moreto y Cabana, Agustin (ca. 1618–69)",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Skuespildigter og Præst.
Reg0093350,Morgan,Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Præst fra Wales, Genève 12.9.1860."
Reg0093370,"Morgan, Sydney, Lady, f. Owenson (1783–1859)",irsk,irsk,Irsk,national,0,leading,single,subject,"irsk Forfatterinde, Enke efter Lægen Sir Charles M."
Reg0093390,"Moriani, Napoleone (1806–1878)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Operasanger.
Reg0093410,"Moritz, Heinrich (1800–1868)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespiller, Stuttgart 1860."
Reg0093450,"Mortier de Fontaine, Henri Louis Stanislaus (1816–1883)",polsk,polsk,Polsk,national,0,leading,single,subject,polsk Klavervirtuos.
Reg0093460,"Morton, H. C. (ca. 1848–?)",Dansk-Amerikaner (part: dansk),dansk,Dansk,national,0,leading,hyphen_compound,subject,"Dansk-Amerikaner, Telegrafist ved Union Pacific Railway, tjenestegørende på Antelope Station. Nebraska."
Reg0093480,"Mosen, Julius (1803–1867)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Digter, 1844–1846 Dramaturg ved Hofteatret i Oldenburg."
Reg0093510,"Mosenthai, S. H. (1821–1877)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Skuespilforfatter.
Reg0093610,"Mourier-Petersen, Ferdinand (1825–1898)",danske,dansk,Dansk,national,10,embedded,single,possible_institution,"cand. jur., Ejer af Rugaard ved Grenaa, Formand for Det danske Hedeselskab, Folketingsmand, 1866 Landstingsmand."
Reg0093640,"Mozart, Wolfgang Amadeus (1756–1791)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Komponist.
Reg0093660,Muck,preussisk,preussisk,Preussisk,german_state,0,leading,single,subject,preussisk Konsul i Napoli 1846.
Reg0093690,"Mumm von Scheibler, Gottlieb (1781–1852)",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Generalkonsul i Frankfurt a.M., Grundlægger af Champagne-firmaet Mumm i Reims."
Reg0093700,"Mumm von Schwarzenstein, Herman Jakob Georg von (1816–1887)",dansk,dansk,Dansk,national,16,embedded,single,unclear,"Søn af Gottlieb Mumm von Scheibler, senere Chef for Champagnefirmaet P. A. Mumm & Co., Reims, og dansk Generalkonsul i Frankfurt a.M."
Reg0093730,"Munch, Andreas (1811–1884)",Norsk,norsk,Norsk,national,0,leading,single,subject,Norsk Digter.
Reg0093780,"Munch, P. A. (1810–1863)",Norsk,norsk,Norsk,national,0,leading,single,subject,Norsk Historiker.
Reg0093840,"Munck, Vilhelm (1833–1913)",danske,dansk,Dansk,national,4,embedded,single,unclear,"Kateket ved den frie danske Menighed i Flensborg 1862–1864, senere Sognepræst til Herlufsholm, 1887–1907 Formand for de forenede sjællandske Sygekasser."
Reg0093840,"Munck, Vilhelm (1833–1913)",sjællandske,sjællandsk,Sjællandsk,regional_danish,16,embedded,single,unclear,"Kateket ved den frie danske Menighed i Flensborg 1862–1864, senere Sognepræst til Herlufsholm, 1887–1907 Formand for de forenede sjællandske Sygekasser."
Reg0093860,"Mundt, Theodor (1808–1861)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Forfatter, Privatdocent, 1850 Professor og Universitetsbibliotekar i Berlin."
Reg0093900,Munthe,svensk,svensk,Svensk,national,1,embedded,single,unclear,ung svensk Gæst hos M. G. Melchior 1871.
Reg0093990,"Murat, Lucien, Prins (1803–1878)",fransk,fransk,Fransk,national,5,embedded,single,possible_relation,"Søn af Kong Joachim M., fransk Senator."
Reg0094000,"Murillo, Bartolome Esteban (1617–1682)",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Maler.
Reg0094040,"Murray, Sir Charles Augustus (1806–1895)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Gesandt i København 1866–1867, derefter i Lissabon."
Reg0094060,"Murray, John (1808–1892)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Forlagsboghandler, Forf. af Rejsebøger."
Reg0094070,"Musset, Alfred de (1810–1857)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Digter.
Reg0094080,"Musäus, Johann Karl August (1735–1787)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
Reg0094120,"Mücke, Heinrich Karl Anton (1806–1891)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Maler, Professor i Düsseldorf."
Reg0094130,"Mügge, Theodor (1806–1861)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Romanforfatter.
Reg0094150,"Mühlenfels, Elfriede von (død 1885)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatterinde og Oversætterinde.
Reg0094230,"Müller, Adalbert (1802–1879)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
Reg0094350,"Müller, Johann Gottwerth (1743–1828)",holstensk,holstensk,Holstensk,border_region,0,leading,single,subject,"holstensk Forfatter (Müller von Itzehoe), Boghandler i Itzehoe."
Reg0094360,"Müller, Karl Otfried (1797–1840)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk klassisk Filolog og Arkæolog.
Reg0094490,"Müller, Wilhelm (1794–1827)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Digter.
Reg0094520,"Müllner, Adolf (1774–1829)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Digter.
Reg0094530,"Münch-Bellinghausen, Eligius Franz Joseph von, Friherre (1806–1871)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,"Østrigsk Skuespildigter (Friedrich Halm), 1867 Præfekt for Hofbiblioteket i Wien og Generalintendant for begge Hofteatre."
Reg0094540,"Münnich, Amalia, Grevinde (1824–1921)",preussisk,preussisk,Preussisk,german_state,7,embedded,single,possible_relation,"Datter af Fr.Fr.M., g. 1850 m. preussisk Amtshauptmann Ludw. v. Engelbrechten."
Reg0094680,"Mæcenas, Gajus Gilnius (død 8 f.Chr.)",romersk,romersk,Romersk,historical_polity,0,leading,single,subject,"romersk Stormand, Ven af Augustus."
Reg0094690,"Mädel, Julie Louise Johanne, f. Gehlhaar (1801–1850)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespillerinde, g. 1° m. Skuespiller Joh.Fr.M., 2° 1836 m. Spejlfabrikant J.B.Fischer."
Reg0094750,Møller,Dansk-Amerikaner (part: dansk),dansk,Dansk,national,0,leading,hyphen_compound,subject,"Dansk-Amerikaner, havde som dreng set H.C. Andersen 1859 på Børglumkloster (København 29.10.1873)."
Reg0094810,"Möller, Albert Wilhelm",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Vicekonsul, Jönköping 1871."
Reg0094970,"Møller, Herman (1850–1923)",Tysk,tysk,Tysk,national,16,embedded,single,unclear,"Søn af J.G.M.M., Student fra Flensborg 1867, Germanist, 1875 dr.phil. i Leipzig, 1883 Docent i Tysk ved Københavns Universitet, 1888–1921 Professor sst. i germansk Filologi."
Reg0094980,"Møller, J. F. (1797–1871)",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Portrætmaler, opholdt sig 1845–1847 i England."
Reg0095180,"Møller, Vilhelm (1846–1904)",dansk,dansk,Dansk,national,6,embedded,single,unclear,"cand. phil., Litterat, 1870–1874 Udgiver af »Nyt dansk Maanedsskrift«, Oversætter, 1893 Censor for Privatteatrene."
Reg0095270,"Mörck, Carl Magnus (1817–1864)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Frivillig, Sekondløjtnant 1848 ved 3. Liniebataillon, senere Toldembedsmand i Landskrona."
Reg0095300,"Mörner, Albert Stellan, Greve (1820–1875)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Frivillig, Premierløjtnant ved 2. lette Bataillon, 1856 svensk Kaptajn, ansat ved Statsbanerne."
Reg0095300,"Mörner, Albert Stellan, Greve (1820–1875)",svensk,svensk,Svensk,national,6,embedded,single,unclear,"Svensk Frivillig, Premierløjtnant ved 2. lette Bataillon, 1856 svensk Kaptajn, ansat ved Statsbanerne."
Reg0095400,"Napier, Sir Charles (1786–1860)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Viceadmiral.
Reg0095510,"Naumann, Johann Georg (1741–1801)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Komponist.
Reg0095520,"Naundorf, Karl Wilhelm (død 1845)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Urmager, foregav at være Louis XVII af Frankrig."
Reg0095530,"Navarro y Canizares, Miguel (1840–?)",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Maler.
Reg0095650,"Neefe, Herman (1790–1854)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,"Østrigsk Landskabs-, Portræt- og Teatermaler."
Reg0095870,"Nelson, Horatio, Lord (1758–1805)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Admiral.
Reg0095890,"Nepveu, J. I. D. (1810–1887)",hollandsk,hollandsk,Hollandsk,national,7,embedded,single,unclear,"dr.jur., Retsskriver ved Overretten i Utrecht, hollandsk Forfatter og Oversætter (bl.a. af H.C. Andersen)."
Reg0095900,"Neri, Giovanni",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Præst (Mola di Gaéta 27.2.1841).
Reg0095910,"Nero, Lucius Domitius (37–68)",romersk,romersk,Romersk,historical_polity,0,leading,single,subject,romersk Kejser 54–68.
Reg0095920,"Neruda, Franz (1843–1915)",Czekisk-dansk (part: czekisk),czekisk,Czekisk,national,0,leading,hyphen_compound,subject,"Czekisk-dansk Violoncellist og Komponist, kgl. Kapelmusikus 1864–1876, 1892 Dirigent for Musikforeningen, tit. Professor 1893."
Reg0095920,"Neruda, Franz (1843–1915)",Czekisk-dansk (part: dansk),dansk,Dansk,national,0,leading,hyphen_compound,subject,"Czekisk-dansk Violoncellist og Komponist, kgl. Kapelmusikus 1864–1876, 1892 Dirigent for Musikforeningen, tit. Professor 1893."
Reg0095950,"Neruda, Marie (1840–1922)",Czekisk,czekisk,Czekisk,national,0,leading,single,subject,"Czekisk Violinistinde, Søster til Franz N., g. 1868 m. svensk Operasanger Fritz Arlberg."
Reg0095950,"Neruda, Marie (1840–1922)",svensk,svensk,Svensk,national,8,embedded,single,possible_relation,"Czekisk Violinistinde, Søster til Franz N., g. 1868 m. svensk Operasanger Fritz Arlberg."
Reg0095960,"Neruda, Wilhelmine (Wilma) (1838–1911)",Czekisk,czekisk,Czekisk,national,0,leading,single,subject,"Czekisk Violinvirtuos, Søster til Franz N., g. 1° 1864–1869 m. Ludvig Norman, 2° 1888 m. Sir Charles Halle."
Reg0095970,"Nestroy, Johann Nepomuk (1802–1862)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,"Østrigsk Skuespiller, Teaterdirektør og Komedieforfatter."
Reg0095980,"Netzer, Joseph (1808–1864)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Komponist.
Reg0096040,"Neupert, Edmund (1842–1888)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Pianist og Komponist, 1868–1880 ansat ved Musikkonservatoriet i København."
Reg0096050,"Neureuther, Eugen Napoleon (1806–1882)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Maler, Illustrator og Raderer."
Reg0096060,"Neuville, Abdon-Charles-Félix Dubourg, kaldet — (1813–?)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Skuespiller.
Reg0096080,"Newnham, J. G. C. L. (1819–?)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Konsul i Amsterdam.
Reg0096100,"Nicander, Karl August (1799–1839)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Digter.
Reg0096110,"Nicolai, Gustav (1795–1852)",preussisk,preussisk,Preussisk,german_state,0,leading,single,subject,"preussisk Divisionsauditør, Forfatter af »Italien wie es wirklich ist«."
Reg0096130,"Nicolai, Otto (1810–1849)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Operakomponist.
Reg0096140,Nicolas,Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk General, Bordeaux 22.4.1866."
Reg0096150,"Nicolay, Nicolai Pavlovic von, Baron (1818–1869)",russisk,russisk,Russisk,national,0,leading,single,subject,russisk Gesandt i København 1860–1867.
Reg0096170,"Nicolaysen, Nicolay (1817–1911)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk cand. jur. 1841, senere Rigsantikvar i Norge, Arkæolog."
Reg0096180,"Nicolaysen, Niels (1832–1896)",Norsk,norsk,Norsk,national,0,leading,single,subject,Norsk Højesteretsadvokat.
